,genre,artist_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,liveness_binary,danceability_binary,Major,Minor,A,A#,B,C,C#,D,D#,E,F,F#,G,G#
105133,7,612,7850,33,0.848,0.325,229467,0.987,6.69e-06,0.91,-8.202,0.8,80.311,1,0.0307,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
105168,7,3652,61601,31,0.738,0.488,86879,0.784,0.0,0.682,-12.36,0.932,163.965,1,0.331,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
105184,7,1425,56631,33,0.818,0.5770000000000001,120440,0.584,1.98e-06,0.931,-15.734000000000002,0.909,80.656,1,0.385,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
105214,7,2347,36782,31,0.688,0.636,195635,0.813,0.0,0.906,-6.681,0.91,105.134,1,0.626,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
105215,7,1425,101301,32,0.79,0.625,43667,0.461,0.0,0.753,-15.79,0.721,121.211,1,0.448,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
105224,7,8421,33582,32,0.934,0.516,191859,0.423,0.0,0.62,-20.212,0.955,177.93099999999995,1,0.239,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
105244,7,1268,404,36,0.8009999999999999,0.428,153360,0.653,0.0,0.861,-5.6370000000000005,0.13699999999999998,95.53,1,0.659,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
105257,7,7696,12480,32,0.8079999999999999,0.57,229040,0.6759999999999999,0.0,0.868,-11.171,0.949,90.044,1,0.365,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
105266,7,3973,42028,32,0.911,0.489,150999,0.755,4.38e-05,0.687,-8.658,0.956,86.14200000000002,1,0.17,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
105277,7,3973,105481,32,0.892,0.625,173279,0.616,0.0,0.775,-10.12,0.936,127.347,1,0.276,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
105284,7,612,94735,33,0.851,0.5670000000000001,198067,0.948,0.0,0.75,-7.382999999999999,0.926,126.914,1,0.104,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
105292,7,4792,93926,31,0.972,0.468,185298,0.75,0.000128,0.256,-14.0,0.852,102.381,1,0.4370000000000001,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
105318,7,1769,89927,31,0.8290000000000001,0.531,186987,0.679,0.0,0.928,-9.299,0.939,78.094,1,0.733,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
105345,7,4792,59206,30,0.868,0.539,108893,0.531,3.25e-06,0.71,-18.946,0.915,114.359,1,0.452,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
105354,7,5629,69860,31,0.718,0.5429999999999999,62016,0.7190000000000001,0.0,0.737,-5.841,0.929,165.667,1,0.856,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
105363,7,1425,80011,31,0.948,0.6,193456,0.794,8.34e-06,0.743,-10.249,0.951,151.546,1,0.139,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
105429,7,5352,21157,28,0.785,0.483,234387,0.958,0.0,0.943,-5.364,0.917,89.28299999999999,1,0.25,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
105444,7,6879,103198,30,0.456,0.477,165187,0.446,3.4e-05,0.631,-14.06,0.912,83.141,1,0.4970000000000001,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
105453,7,8444,37866,29,0.88,0.601,168159,0.5429999999999999,0.0,0.617,-9.615,0.93,85.387,1,0.6579999999999999,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
105458,7,5629,77583,30,0.752,0.737,112043,0.573,0.0,0.795,-7.207999999999998,0.94,77.297,1,0.5579999999999999,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
105499,7,6794,62655,28,0.8109999999999999,0.69,64000,0.519,0.0,0.892,-9.758,0.885,116.878,1,0.7609999999999999,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
105508,7,6573,51711,28,0.733,0.6459999999999999,215032,0.6890000000000001,0.0,0.828,-10.96,0.931,104.348,1,0.563,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
105522,7,4793,56039,33,0.917,0.5660000000000001,190847,0.887,0.0,0.932,-7.769,0.936,77.543,1,0.192,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
105561,7,4793,27286,33,0.8909999999999999,0.471,217742,0.8,0.0,0.7120000000000001,-8.651,0.754,86.324,1,0.295,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
105567,7,5445,31124,28,0.942,0.473,120000,0.406,0.0,0.461,-17.078,0.555,107.299,1,0.713,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
105574,7,4793,50742,33,0.882,0.51,179004,0.865,0.0,0.644,-8.871,0.903,122.502,1,0.172,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
105579,7,7696,8449,29,0.85,0.601,131653,0.721,0.0,0.727,-8.58,0.8959999999999999,92.642,1,0.635,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
105598,7,8511,58294,30,0.823,0.57,147760,0.778,0.0,0.71,-12.102,0.948,84.684,1,0.338,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
105602,7,515,91131,29,0.779,0.655,44533,0.6890000000000001,0.0,0.6940000000000001,-5.568,0.863,105.116,1,0.7240000000000001,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
105615,7,4792,29888,28,0.778,0.721,60834,0.196,0.0,0.132,-15.525,0.942,80.419,1,0.659,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
105634,7,6794,72224,27,0.836,0.5589999999999999,190000,0.469,0.0,0.7,-11.748,0.943,86.352,1,0.545,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
105675,7,4792,5086,27,0.924,0.645,100707,0.242,0.0,0.12,-13.33,0.954,86.352,1,0.628,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
105702,7,4792,23964,27,0.895,0.7190000000000001,43055,0.208,0.0,0.304,-17.543,0.948,120.749,1,0.609,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
105724,7,1769,29666,28,0.6859999999999999,0.578,83480,0.878,0.0,0.665,-9.378,0.906,100.919,1,0.202,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
105731,7,2430,3859,27,0.711,0.44,113627,0.715,0.0,0.807,-14.542,0.95,168.088,1,0.302,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
105733,7,8397,13603,30,0.6409999999999999,0.557,159400,0.66,0.0,0.317,-14.470999999999998,0.93,125.706,1,0.309,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
105748,7,7783,69709,28,0.8959999999999999,0.293,76791,0.984,1.27e-06,0.958,-8.596,0.499,109.289,1,0.0833,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
105762,7,2364,100086,28,0.742,0.451,108907,0.831,0.0,0.88,-11.887,0.94,73.122,1,0.482,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
105763,7,1769,108558,27,0.7290000000000001,0.631,216053,0.821,0.0,0.792,-8.624,0.909,113.599,1,0.502,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
105800,7,1769,100818,27,0.7140000000000001,0.669,84667,0.715,0.0,0.77,-9.044,0.912,80.52,1,0.579,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
105802,7,1769,32488,27,0.733,0.5720000000000001,161493,0.769,0.0,0.66,-8.363,0.916,81.374,1,0.5379999999999999,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
105821,7,8397,57738,29,0.72,0.575,164787,0.838,0.0,0.954,-12.719,0.951,90.919,1,0.0953,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
105857,7,3636,35518,28,0.81,0.637,59707,0.62,0.0,0.8170000000000001,-15.339,0.938,78.191,1,0.644,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
105867,7,2430,89901,26,0.7,0.5,147373,0.573,0.0,0.927,-14.28,0.95,157.128,1,0.439,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
105891,7,4955,40545,27,0.8109999999999999,0.49,203520,0.8320000000000001,0.0,0.917,-19.954,0.932,76.262,1,0.079,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
105917,7,3636,31974,29,0.7759999999999999,0.56,69307,0.885,0.0,0.889,-9.868,0.931,111.751,1,0.152,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
105932,7,1769,92896,26,0.708,0.68,94720,0.818,0.0,0.622,-8.722999999999999,0.916,86.087,1,0.455,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
105934,7,6573,35764,26,0.602,0.551,193045,0.655,0.0,0.958,-9.663,0.945,179.248,1,0.575,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
105952,7,5352,81223,25,0.862,0.5379999999999999,104413,0.97,0.0,0.951,-5.186,0.9,86.23299999999998,1,0.308,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
105965,7,1769,49002,26,0.72,0.65,123920,0.8640000000000001,0.0,0.737,-8.17,0.907,82.53,1,0.417,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
105977,7,5898,53761,27,0.778,0.544,213107,0.77,0.0,0.763,-8.969,0.948,78.273,1,0.0695,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
106011,7,5352,47157,25,0.8809999999999999,0.602,78200,0.944,0.0,0.96,-5.968,0.882,92.335,1,0.21,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
106045,7,3652,96304,24,0.889,0.414,171973,0.974,7.92e-06,0.943,-6.464,0.872,101.589,1,0.0379,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
106052,7,6894,4335,26,0.8270000000000001,0.608,131571,0.836,0.0,0.708,-11.138,0.947,81.482,1,0.457,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
106088,7,6573,64498,24,0.631,0.626,183048,0.574,0.0,0.6709999999999999,-12.258,0.933,82.05799999999998,1,0.581,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
106110,7,2925,4019,26,0.938,0.507,106200,0.952,0.0,0.967,-9.386,0.92,139.226,1,0.414,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
106130,7,1970,44367,26,0.915,0.591,222880,0.625,0.0,0.7090000000000001,-10.970999999999998,0.936,140.382,1,0.528,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
106133,7,4681,64619,25,0.914,0.344,79880,0.818,0.0,0.961,-13.228,0.913,167.386,1,0.0641,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
106166,7,7696,96486,25,0.8590000000000001,0.693,120427,0.733,0.0,0.89,-10.453,0.951,77.842,1,0.557,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
106175,7,7696,86526,26,0.823,0.6759999999999999,128333,0.597,0.0,0.72,-11.408,0.95,105.12,1,0.6990000000000001,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
106194,7,7696,89383,25,0.758,0.72,135400,0.46,0.0,0.705,-10.464,0.925,115.109,1,0.682,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
106204,7,7696,92181,25,0.7929999999999999,0.636,54467,0.5760000000000001,0.0,0.8109999999999999,-11.745,0.95,120.034,1,0.633,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
106221,7,6573,49833,23,0.51,0.5379999999999999,46489,0.8740000000000001,0.000212,0.6940000000000001,-9.281,0.932,68.91,1,0.0862,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
106227,7,6793,24211,25,0.721,0.426,203067,0.755,0.0,0.7859999999999999,-12.073,0.938,86.39,1,0.287,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
106228,7,4310,19890,26,0.946,0.655,103561,0.653,0.0,0.777,-10.122,0.941,139.757,1,0.431,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
106238,7,1970,40569,25,0.915,0.615,153333,0.644,0.0,0.8640000000000001,-10.944,0.921,117.27,1,0.263,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
106248,7,2260,89445,23,0.792,0.42,118008,0.938,0.0,0.809,-7.858,0.877,157.02200000000005,1,0.13699999999999998,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
106254,7,1910,57024,24,0.833,0.5920000000000001,40595,0.887,0.0,0.438,-6.289,0.937,102.016,1,0.614,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
106287,7,10557,54224,24,0.8340000000000001,0.4320000000000001,140387,0.915,0.0,0.728,-8.275,0.934,81.016,1,0.525,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
106289,7,7696,23296,25,0.85,0.475,55200,0.614,0.0,0.831,-11.931,0.928,90.782,1,0.5489999999999999,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
106294,7,4858,15831,25,0.921,0.535,187947,0.8440000000000001,0.0,0.8220000000000001,-9.846,0.921,80.275,1,0.308,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
106309,7,9275,65256,25,0.581,0.445,68800,0.957,0.000256,0.962,-6.904,0.495,69.566,1,0.8370000000000001,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
106318,7,8386,27133,32,0.868,0.664,129000,0.261,0.0,0.229,-17.215,0.928,90.766,1,0.602,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
106327,7,3636,7384,25,0.851,0.389,180227,0.892,0.0,0.7440000000000001,-15.839,0.862,87.557,1,0.0726,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
106357,7,2260,35288,23,0.7509999999999999,0.523,195533,0.884,0.0,0.7440000000000001,-6.567,0.857,77.88,1,0.595,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
106363,7,4955,66309,25,0.841,0.608,63320,0.598,0.0,0.6609999999999999,-10.48,0.943,82.149,1,0.467,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
106368,7,204,10688,25,0.903,0.6559999999999999,141707,0.4,0.0,0.804,-18.323,0.7559999999999999,115.778,1,0.746,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
106370,7,1424,12311,25,0.924,0.509,45787,0.564,0.0,0.621,-10.077,0.92,87.36,1,0.5379999999999999,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
106372,7,8421,90074,24,0.977,0.536,226333,0.542,9.05e-06,0.745,-13.595999999999998,0.95,79.319,1,0.31,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
106374,7,2347,92193,22,0.845,0.575,121467,0.7120000000000001,0.0,0.7959999999999999,-12.868,0.861,125.113,1,0.433,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
106397,7,1124,106657,24,0.74,0.546,90320,0.7879999999999999,0.0,0.967,-13.749,0.954,115.495,1,0.281,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
106400,7,1372,28527,24,0.797,0.655,113238,0.499,0.0,0.976,-23.182,0.943,84.898,1,0.329,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
106401,7,4795,92822,24,0.762,0.55,187280,0.89,0.0,0.8959999999999999,-4.016,0.92,90.758,1,0.403,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
106411,7,5352,75985,23,0.868,0.476,126280,0.953,0.0,0.691,-5.357,0.897,84.75299999999999,1,0.364,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
106444,7,1372,2917,24,0.823,0.746,48715,0.672,0.0,0.7020000000000001,-18.056,0.938,126.541,1,0.46,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
106477,7,9250,15945,23,0.833,0.602,107773,0.892,0.0,0.674,-8.762,0.95,91.861,1,0.17,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
106517,7,6143,29497,23,0.74,0.531,155382,0.757,1.01e-06,0.959,-13.326,0.944,89.37799999999999,1,0.304,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
106567,7,5608,94612,23,0.754,0.69,123733,0.9,0.0,0.946,-5.563,0.931,127.032,1,0.537,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
106640,7,1424,98558,24,0.7290000000000001,0.544,146572,0.595,0.0,0.586,-11.535,0.964,180.973,1,0.354,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
106662,7,1372,93118,23,0.7829999999999999,0.688,74491,0.371,0.0,0.652,-22.587,0.956,96.106,1,0.679,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
106674,7,6143,97272,22,0.8140000000000001,0.612,180533,0.892,0.0,0.746,-4.215,0.861,85.613,1,0.5529999999999999,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
106675,7,1424,89143,24,0.823,0.5379999999999999,224541,0.5760000000000001,0.0,0.569,-14.074000000000002,0.961,85.973,1,0.239,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
106710,7,9275,2751,23,0.9,0.41,88480,0.755,0.0,0.8640000000000001,-16.077,0.928,145.955,1,0.18,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
106725,7,5898,84444,23,0.787,0.6579999999999999,180427,0.691,0.0,0.8029999999999999,-9.511,0.926,126.781,1,0.331,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
106727,7,2919,956,22,0.887,0.521,197440,0.865,0.0,0.873,-7.769,0.919,103.152,1,0.187,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
106745,7,11073,87517,22,0.8079999999999999,0.634,105434,0.8640000000000001,0.0,0.621,-3.933,0.768,126.49,1,0.423,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
106746,7,6454,30725,24,0.8240000000000001,0.461,99227,0.899,1.63e-06,0.815,-8.007,0.938,140.937,1,0.477,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
106771,7,3652,97096,21,0.813,0.523,86000,0.962,7.7e-05,0.893,-9.247,0.893,109.654,1,0.0599,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
106793,7,2260,79222,20,0.487,0.59,119519,0.802,0.0,0.907,-14.668,0.939,108.14,1,0.109,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
106799,7,4738,90478,23,0.925,0.7140000000000001,168440,0.217,0.0,0.305,-15.337,0.878,120.672,1,0.399,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
106808,7,1094,60058,21,0.825,0.434,207689,0.902,3.95e-06,0.909,-9.714,0.907,105.88,1,0.449,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
106824,7,5344,53261,22,0.857,0.628,213080,0.767,0.0,0.746,-5.3610000000000015,0.804,82.97,1,0.463,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
106831,7,2925,43413,22,0.8420000000000001,0.332,145427,0.947,0.0,0.978,-13.159,0.895,169.929,1,0.0518,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
106841,7,8397,74547,24,0.608,0.471,121360,0.6859999999999999,0.0,0.5770000000000001,-14.959,0.949,93.269,1,0.272,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
106854,7,1372,29498,22,0.799,0.629,201378,0.616,0.0,0.937,-12.130999999999998,0.926,118.053,1,0.456,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
106891,7,1372,104774,22,0.812,0.639,93939,0.691,0.0,0.897,-11.785,0.933,102.668,1,0.53,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
106904,7,515,15423,20,0.672,0.6779999999999999,111067,0.28600000000000003,0.0,0.6859999999999999,-21.008000000000006,0.528,102.236,1,0.28800000000000003,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
106909,7,8421,20430,21,0.989,0.504,147772,0.8270000000000001,0.004,0.922,-11.46,0.941,76.494,1,0.123,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
106943,7,8065,66651,23,0.857,0.51,53756,0.527,0.0,0.961,-5.62,0.404,133.877,1,0.823,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
106954,7,8108,31984,20,0.882,0.541,112733,0.8370000000000001,0.0,0.88,-6.234,0.763,93.115,1,0.465,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
106982,7,8643,83642,21,0.871,0.501,180114,0.7020000000000001,0.0,0.596,-14.74,0.902,75.915,1,0.467,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
107029,7,10443,48207,22,0.7559999999999999,0.575,97533,0.703,0.0,0.883,-8.45,0.955,168.18,1,0.53,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
107050,7,1677,41249,20,0.851,0.595,165227,0.72,0.0,0.936,-7.911,0.898,113.74,1,0.6729999999999999,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
107065,7,7601,76520,23,0.857,0.56,118640,0.501,0.0,0.835,-16.281,0.928,125.616,1,0.474,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
107100,7,2774,98572,23,0.877,0.573,145373,0.715,0.0,0.631,-6.042000000000002,0.9,75.373,1,0.7509999999999999,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
107107,7,6430,35372,22,0.904,0.511,142187,0.7090000000000001,0.0,0.638,-8.121,0.946,78.483,1,0.449,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
107149,7,6573,101809,20,0.836,0.494,47627,0.943,0.0,0.809,-6.209,0.925,77.92399999999998,1,0.179,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
107168,7,9232,78518,23,0.7040000000000001,0.534,48813,0.163,0.0,0.113,-16.247,0.0576,121.054,1,0.234,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
107172,7,2774,904,20,0.72,0.6409999999999999,144933,0.527,0.0,0.914,-7.487999999999999,0.944,160.47,1,0.836,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
107200,7,7149,65326,22,0.8109999999999999,0.517,119516,0.922,0.0,0.959,-6.7410000000000005,0.948,74.249,1,0.29600000000000004,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
107202,7,6454,30732,22,0.578,0.528,39693,0.8109999999999999,0.0,0.908,-12.58,0.949,109.253,1,0.8959999999999999,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
107228,7,3286,6109,20,0.7879999999999999,0.516,111720,0.387,0.0,0.921,-23.024,0.929,82.646,1,0.238,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
107251,7,6454,63952,22,0.8640000000000001,0.588,82054,0.488,0.0,0.716,-13.835,0.937,82.57799999999997,1,0.682,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
107255,7,1677,47403,19,0.787,0.521,179640,0.758,0.0,0.918,-7.637,0.927,84.36,1,0.439,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
107259,7,10502,26669,22,0.951,0.556,185227,0.701,3.26e-06,0.662,-13.345,0.931,79.557,1,0.49,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
107270,7,6516,37883,20,0.703,0.647,79733,0.5870000000000001,0.0,0.868,-14.663,0.939,87.054,1,0.715,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
107283,7,5898,87749,21,0.509,0.588,217651,0.4370000000000001,1.78e-06,0.924,-17.653,0.957,82.616,1,0.563,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
107311,7,6454,14971,22,0.821,0.525,88347,0.7759999999999999,0.0,0.738,-9.458,0.95,151.082,1,0.7979999999999999,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
107321,7,1970,32396,20,0.7959999999999999,0.574,152053,0.904,0.0,0.7040000000000001,-7.6110000000000015,0.926,83.995,1,0.645,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
107339,7,9250,23194,18,0.872,0.378,32800,0.6990000000000001,1.44e-06,0.8440000000000001,-21.521,0.911,96.274,1,0.0324,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
107353,7,1094,58095,19,0.799,0.5,236771,0.685,0.0,0.6609999999999999,-10.946,0.935,85.311,1,0.627,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
107367,7,3286,6026,19,0.8320000000000001,0.541,94886,0.399,0.0,0.8640000000000001,-21.075,0.928,70.38,1,0.328,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
107420,7,2466,16938,21,0.718,0.6459999999999999,220387,0.329,0.0,0.802,-17.733,0.944,90.064,1,0.443,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
107428,7,6454,77203,21,0.769,0.5489999999999999,92280,0.879,0.0,0.904,-9.439,0.954,73.112,1,0.303,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
107446,7,6448,102091,19,0.757,0.446,79893,0.967,1.83e-05,0.98,-13.390999999999998,0.637,89.905,1,0.0254,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
107493,7,9996,84219,19,0.992,0.716,169667,0.386,0.0,0.34600000000000003,-15.36,0.957,128.062,1,0.604,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
107502,7,2490,7853,19,0.7859999999999999,0.562,217755,0.8490000000000001,0.0,0.785,-6.73,0.932,90.295,1,0.4320000000000001,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
107518,7,6143,50432,19,0.715,0.5489999999999999,81990,0.826,0.0,0.8140000000000001,-13.231,0.923,100.607,1,0.232,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
107531,7,6454,20763,21,0.855,0.569,199587,0.515,0.0,0.906,-13.512,0.944,96.938,1,0.6459999999999999,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
107537,7,709,87402,19,0.6890000000000001,0.504,102975,0.934,0.0,0.909,-4.418,0.8809999999999999,90.836,1,0.503,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
107547,7,6143,61273,19,0.716,0.58,109341,0.701,0.0,0.921,-12.284,0.932,79.586,1,0.405,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
107567,7,1910,58814,19,0.669,0.589,120987,0.917,0.0,0.74,-4.118,0.72,115.128,1,0.16399999999999998,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
107575,7,1677,41011,18,0.8290000000000001,0.545,95693,0.82,0.0,0.7829999999999999,-7.2639999999999985,0.936,75.072,1,0.635,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
107578,7,8282,59678,20,0.792,0.42,113267,0.775,2.61e-06,0.973,-13.291,0.955,81.993,1,0.319,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
107594,7,1124,99533,19,0.841,0.5579999999999999,197093,0.889,0.0,0.684,-9.826,0.956,85.564,1,0.0835,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
107606,7,7911,32439,31,0.7829999999999999,0.539,81093,0.526,0.0,0.954,-12.945,0.932,136.36,1,0.377,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
107607,7,10531,24976,19,0.643,0.649,133956,0.682,0.0,0.536,-13.390999999999998,0.952,117.074,1,0.252,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
107618,7,9443,59186,18,0.7859999999999999,0.455,207072,0.7609999999999999,0.0,0.762,-8.226,0.951,83.508,1,0.5589999999999999,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
107650,7,579,40426,18,0.754,0.544,162133,0.7509999999999999,0.0,0.755,-14.448,0.8640000000000001,119.993,1,0.0396,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
