,genre,artist_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,liveness_binary,danceability_binary,Major,Minor,A,A#,B,C,C#,D,D#,E,F,F#,G,G#
50102,16,3686,30312,16,0.981,0.225,96907,0.0996,0.00688,0.39,-14.915,0.0372,79.44800000000002,1,0.0766,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
50104,16,3686,36569,19,0.982,0.214,162640,0.0498,0.00999,0.0872,-21.171,0.0447,91.88,1,0.0377,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
50111,16,3686,23388,16,0.917,0.201,191400,0.264,0.0287,0.0811,-11.038,0.0429,73.923,1,0.0372,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
50142,16,6471,5001,7,0.979,0.24,230947,0.362,0.006640000000000001,0.111,-13.103,0.0376,79.63600000000002,1,0.115,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
50197,16,3568,8412,9,0.98,0.303,157976,0.016,1.65e-05,0.0954,-29.195,0.0629,72.468,1,0.0389,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
50214,16,7903,24411,17,0.893,0.236,216840,0.405,1.64e-05,0.16899999999999998,-9.201,0.0322,96.357,1,0.21600000000000005,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
50231,16,331,25876,14,0.971,0.5479999999999999,125009,0.32299999999999995,0.0139,0.152,-11.671,0.0392,84.022,1,0.7120000000000001,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
50277,16,3726,2811,12,0.916,0.476,85160,0.322,0.0,0.6609999999999999,-14.399,0.125,74.167,1,0.675,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
50343,16,3726,15643,18,0.973,0.298,54688,0.105,5.84e-06,0.284,-26.039,0.0533,117.638,1,0.149,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
50382,16,3726,56984,8,0.942,0.451,159787,0.107,0.000455,0.5670000000000001,-25.749,0.0939,132.947,1,0.305,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
50396,16,3686,108593,17,0.976,0.183,149227,0.109,0.00121,0.0848,-21.951,0.0702,174.479,1,0.0398,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
50412,16,3726,55145,5,0.98,0.424,116400,0.16,5.460000000000001e-05,0.271,-20.416,0.11,81.17,1,0.359,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
50419,16,5149,98787,12,0.945,0.14400000000000002,204133,0.328,0.0169,0.706,-14.550999999999998,0.0494,82.573,1,0.0467,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
50422,16,3726,103268,15,0.982,0.418,140760,0.14,0.0,0.53,-22.867,0.374,170.699,1,0.404,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
50442,16,3726,55582,5,0.924,0.295,108827,0.0037,1.03e-05,0.161,-35.688,0.0436,89.081,1,0.0382,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
50447,16,5149,73645,5,0.988,0.254,234000,0.0282,0.0187,0.0868,-26.5,0.0535,89.71,1,0.0343,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
50539,16,3686,107348,18,0.984,0.276,124053,0.227,0.29,0.233,-17.788,0.0502,91.738,1,0.0876,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
50549,16,3686,20888,5,0.971,0.229,189000,0.285,3.21e-05,0.07400000000000001,-11.172,0.0326,100.973,1,0.14400000000000002,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
50572,16,3686,89186,11,0.946,0.236,138200,0.0156,1.94e-05,0.14,-35.016,0.0493,91.718,1,0.0967,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
50600,16,3284,28921,6,0.974,0.376,90067,0.0798,0.00801,0.0848,-19.812,0.0776,85.60799999999998,1,0.359,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
50652,16,7959,87908,8,0.945,0.337,236800,0.214,0.0,0.112,-10.355,0.0513,82.584,1,0.196,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
50669,16,5342,43586,18,0.96,0.235,55048,0.4320000000000001,0.0,0.18,-6.697,0.0371,70.839,1,0.28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
50678,16,3707,77434,12,0.985,0.399,202987,0.0373,1.11e-05,0.0982,-24.189,0.0484,104.845,1,0.308,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
50684,16,7831,60904,20,0.96,0.404,157996,0.229,0.00302,0.196,-14.893,0.0564,109.576,1,0.825,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
50690,16,4663,16868,9,0.877,0.338,181733,0.0837,0.901,0.149,-21.875,0.0418,105.92,1,0.285,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
50736,16,331,53438,10,0.992,0.466,130867,0.239,4.07e-05,0.136,-13.989,0.0537,74.58800000000002,1,0.628,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
50756,16,370,26962,8,0.992,0.295,219986,0.266,0.0,0.315,-8.811,0.0393,86.92200000000003,1,0.412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
50769,16,214,28216,9,0.96,0.269,133999,0.0355,0.848,0.322,-28.242,0.0515,137.089,1,0.0758,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
50782,16,5103,58420,17,0.949,0.255,155360,0.241,0.00854,0.262,-14.371,0.0338,129.678,1,0.32,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
50788,16,370,16143,8,0.973,0.424,145357,0.361,6.52e-05,0.464,-6.742000000000001,0.0401,92.698,1,0.556,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
50834,16,3568,38688,10,0.954,0.448,237925,0.151,0.000172,0.075,-16.427,0.133,76.525,1,0.127,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
50835,16,214,43780,9,0.988,0.211,37173,0.00717,0.0178,0.202,-35.117,0.0444,130.77200000000002,1,0.0306,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
50857,16,3726,29685,10,0.901,0.0874,152107,0.0164,0.0073,0.138,-30.616,0.0401,81.332,1,0.0611,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
50858,16,3726,29828,12,0.977,0.32299999999999995,140400,0.0825,0.0,0.183,-22.749,0.106,76.225,1,0.0494,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
50869,16,3686,56572,13,0.97,0.212,165373,0.138,0.000192,0.429,-14.431,0.0389,87.61200000000002,1,0.0615,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
50872,16,3686,66547,9,0.959,0.226,133600,0.249,0.000785,0.6759999999999999,-16.877,0.0394,79.804,1,0.198,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
50900,16,3686,19736,13,0.946,0.287,67707,0.0515,1.56e-06,0.184,-30.258000000000006,0.115,174.821,1,0.0785,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
50901,16,5149,21280,10,0.904,0.158,175800,0.18600000000000005,0.00139,0.134,-12.522,0.0369,156.959,1,0.0794,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
50947,16,8285,90203,9,0.932,0.349,103040,0.383,0.00547,0.315,-15.419,0.0451,86.711,1,0.14400000000000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
50972,16,3659,16641,10,0.95,0.259,207267,0.3720000000000001,0.00575,0.423,-11.749,0.0382,88.463,1,0.218,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
50979,16,3686,32931,9,0.978,0.191,234267,0.0742,8.6e-05,0.13,-23.705,0.0498,72.358,1,0.0655,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
50990,16,10913,53001,10,0.993,0.194,178600,0.0448,0.127,0.135,-25.242,0.0478,92.903,1,0.0378,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
51062,16,4281,98511,8,0.877,0.34,156787,0.0478,0.000412,0.624,-30.505,0.0564,78.97399999999998,1,0.14800000000000002,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51114,16,3726,74712,7,0.8740000000000001,0.441,157480,0.0731,0.0,0.475,-28.112,0.118,94.407,1,0.253,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
51123,16,3686,87854,13,0.967,0.394,43493,0.0145,0.0,0.249,-35.585,0.0544,91.282,1,0.422,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
51128,16,10913,101043,4,0.981,0.231,235507,0.328,0.00391,0.308,-14.838,0.0628,81.699,1,0.113,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
51129,16,8285,102093,9,0.969,0.279,134827,0.171,0.0106,0.368,-20.137,0.0507,83.274,1,0.0641,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
51159,16,3686,23542,14,0.973,0.327,148613,0.237,0.00717,0.112,-16.393,0.0486,134.361,1,0.13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
51193,16,3726,75876,10,0.976,0.194,173040,0.0708,0.00304,0.0813,-22.309,0.0481,78.827,1,0.039,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
51202,16,3686,90559,15,0.968,0.12,215040,0.0966,0.00448,0.199,-22.478,0.0431,77.085,1,0.135,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
51214,16,3726,1195,13,0.974,0.452,169800,0.192,0.0188,0.0604,-20.555,0.0678,120.657,1,0.495,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
51216,16,1787,1552,10,0.923,0.0714,195440,0.0356,0.926,0.242,-30.951,0.0471,78.565,1,0.0359,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
51223,16,3726,23200,18,0.936,0.252,222040,0.249,0.815,0.0681,-16.348,0.05,111.871,1,0.0338,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
51275,16,3659,30555,14,0.906,0.158,131133,0.0374,0.954,0.328,-29.574,0.0364,132.667,1,0.06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
51293,16,3659,70527,9,0.759,0.228,220267,0.113,0.0169,0.102,-21.397,0.0388,118.4,1,0.101,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
51296,16,1787,81015,5,0.982,0.398,178813,0.177,0.034,0.17600000000000002,-20.717,0.0463,103.82,1,0.461,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
51307,16,3659,107335,7,0.954,0.331,193333,0.0314,0.857,0.188,-29.862,0.033,77.91,1,0.297,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
51315,16,3726,15708,14,0.956,0.236,165174,0.031,6.929999999999999e-05,0.157,-31.545,0.0541,95.651,1,0.0451,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
51334,16,3686,57316,12,0.981,0.179,119160,0.205,0.374,0.652,-15.867,0.0405,172.06400000000005,1,0.0711,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
51347,16,3686,90151,6,0.992,0.197,189400,0.0118,0.959,0.0859,-33.517,0.0388,82.34200000000001,1,0.0382,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
51374,16,3726,28767,19,0.977,0.301,127387,0.0547,9.31e-06,0.152,-17.021,0.0488,81.283,1,0.038,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
51389,16,3726,59333,10,0.983,0.307,215267,0.0874,0.000172,0.848,-20.548,0.0871,161.51,1,0.0608,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
51549,18,1819,80305,49,0.903,0.423,189660,0.224,0.0,0.285,-9.424,0.0722,76.801,1,0.147,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51561,18,11396,21499,47,0.878,0.4370000000000001,176893,0.238,0.0,0.104,-9.667,0.0345,128.56799999999998,1,0.0997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
51590,18,9037,24312,46,0.18,0.6609999999999999,217232,0.477,0.0,0.573,-8.662,0.611,115.052,1,0.72,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
51592,18,4430,55738,56,0.189,0.564,219696,0.528,1.65e-06,0.22,-7.645,0.0569,149.762,1,0.328,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51781,18,1884,4925,43,0.521,0.396,157640,0.294,2.53e-06,0.35100000000000003,-8.863999999999997,0.0357,128.769,1,0.377,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
51934,18,4529,8476,48,0.97,0.396,145920,0.184,0.00969,0.0992,-15.005999999999998,0.0536,70.37100000000002,1,0.0995,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
51991,18,2808,51739,44,0.0158,0.642,132801,0.608,0.0,0.441,-6.593,0.375,125.687,1,0.327,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
52196,18,141,31163,41,0.777,0.489,219597,0.255,0.0,0.11,-7.622999999999998,0.0406,105.858,1,0.358,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
52421,18,11434,60170,46,0.6409999999999999,0.586,211597,0.528,0.6409999999999999,0.128,-7.62,0.274,73.973,1,0.139,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
52442,18,8225,27797,45,0.254,0.75,233467,0.654,0.0,0.0917,-4.9830000000000005,0.0702,140.065,1,0.63,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
52528,18,10729,88256,50,0.0519,0.518,173707,0.537,0.0,0.28600000000000003,-5.349,0.14400000000000002,96.894,1,0.382,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
52586,18,10598,97108,45,0.8490000000000001,0.284,231240,0.456,0.000127,0.13,-9.757,0.0383,83.37299999999998,1,0.226,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
52762,18,5382,52757,43,0.5660000000000001,0.496,72043,0.158,0.0,0.134,-13.768,0.0457,78.572,1,0.361,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
53203,18,1953,109642,53,0.675,0.621,186840,0.539,1.25e-05,0.125,-5.603,0.0788,81.96700000000001,1,0.202,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
53349,18,10885,79072,40,0.171,0.536,136143,0.524,0.0,0.133,-5.81,0.304,74.714,1,0.403,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
54260,19,1777,51729,73,0.716,0.505,219683,0.397,0.0,0.0853,-9.349,0.324,95.063,1,0.5579999999999999,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
54349,19,4397,66292,73,0.609,0.502,211680,0.623,0.0,0.119,-8.812000000000003,0.441,75.555,1,0.399,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
54431,19,5366,59226,76,0.259,0.369,181140,0.609,4.1e-05,0.133,-4.477,0.184,80.362,1,0.381,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
54533,12,2891,26192,55,0.45,0.311,94987,0.735,0.0138,0.688,-6.164,0.246,113.484,1,0.443,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
54726,12,5405,100228,57,0.588,0.526,130893,0.8959999999999999,0.0,0.37,-4.708,0.197,129.313,1,0.745,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
54953,12,7085,10733,53,0.115,0.406,116573,0.35100000000000003,0.0577,0.147,-12.168,0.0789,88.149,1,0.0542,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
55380,12,3056,73069,54,0.29600000000000004,0.66,33093,0.199,0.0,0.145,-25.602,0.871,147.535,1,0.921,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
55906,12,8980,90790,53,0.217,0.931,143760,0.54,0.0,0.18600000000000005,-5.214,0.305,105.065,1,0.496,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
55971,12,11209,56895,50,0.235,0.416,177773,0.8009999999999999,0.0,0.307,-6.044,0.523,80.185,1,0.56,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
56436,12,6112,100598,53,0.0644,0.551,142280,0.8909999999999999,0.0,0.25,-4.04,0.193,97.471,1,0.68,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
56701,12,4624,29503,50,0.0494,0.913,227457,0.693,0.0,0.0994,-5.727,0.301,131.001,1,0.484,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
57247,12,6337,86843,47,0.45,0.381,67520,0.5920000000000001,0.0,0.534,-10.879,0.289,84.97399999999998,1,0.6729999999999999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
57286,12,10500,94673,53,0.0252,0.371,233747,0.6679999999999999,4.84e-05,0.0962,-6.032,0.16,83.75,1,0.26,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
57498,12,9564,37095,38,0.0327,0.782,239609,0.637,0.00132,0.168,-7.073,0.0824,114.975,1,0.3720000000000001,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
57613,12,9323,18594,50,0.0536,0.561,216159,0.7559999999999999,0.0,0.5329999999999999,-5.897,0.311,75.76899999999998,1,0.379,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
57734,12,4881,11244,45,0.44,0.536,218635,0.8690000000000001,0.0,0.748,-5.224,0.183,88.73299999999998,1,0.902,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
57938,13,10835,30421,71,0.047,0.595,223640,0.723,0.0286,0.0995,-8.256,0.0349,108.043,1,0.272,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
57968,13,3493,88296,74,0.928,0.409,225076,0.13699999999999998,0.0,0.0706,-9.169,0.0446,162.08,1,0.106,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
58343,13,2514,3117,67,0.8109999999999999,0.603,196173,0.575,0.00183,0.12,-10.325,0.0285,95.116,1,0.6729999999999999,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
58476,13,8940,75589,67,0.158,0.407,232878,0.403,5.98e-06,0.5529999999999999,-8.396,0.113,90.907,1,0.329,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
58884,13,2064,39611,57,0.464,0.532,210106,0.597,0.000123,0.0643,-6.109,0.0261,80.031,1,0.345,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
59119,13,11153,45295,63,5.1e-05,0.219,176307,0.952,0.0989,0.157,-3.621,0.17600000000000002,112.886,1,0.172,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
59162,13,4126,48346,53,0.938,0.29,222820,0.308,0.0294,0.106,-11.074000000000002,0.0442,84.88,1,0.205,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
59260,13,7248,98576,58,0.8290000000000001,0.27,224721,0.251,8.41e-05,0.0613,-12.558,0.0393,177.19,1,0.168,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
59378,13,4552,54784,56,0.964,0.373,214787,0.114,0.0004980000000000001,0.111,-17.951,0.0476,127.545,1,0.173,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
59394,13,5503,4642,66,0.0583,0.785,213678,0.5920000000000001,2.84e-05,0.131,-5.1389999999999985,0.0363,107.992,1,0.884,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
59751,13,1067,68809,55,0.194,0.5760000000000001,226240,0.421,0.000291,0.126,-13.545,0.0449,82.84100000000002,1,0.266,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
60260,13,9624,11847,59,0.787,0.449,203636,0.307,0.0,0.142,-9.575,0.0682,116.901,1,0.34600000000000003,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
60606,13,1818,26254,57,0.0161,0.6779999999999999,190643,0.417,4e-06,0.316,-6.185,0.0371,74.98100000000002,1,0.434,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
60645,13,3792,68834,58,0.944,0.7390000000000001,134539,0.154,0.0,0.0941,-10.452,0.0565,72.968,1,0.227,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
60750,13,1217,108766,56,0.84,0.255,237587,0.243,2.36e-06,0.187,-11.194,0.0384,89.258,1,0.135,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
61043,5,9624,11847,59,0.787,0.449,203636,0.307,0.0,0.142,-9.575,0.0682,116.901,1,0.34600000000000003,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
61179,5,2891,26192,55,0.45,0.311,94987,0.735,0.0138,0.688,-6.164,0.246,113.484,1,0.443,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
61602,5,5991,70603,61,0.0621,0.508,224467,0.88,9.43e-05,0.15,-6.441,0.0448,140.065,1,0.337,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
61637,5,7346,57992,52,0.8190000000000001,0.33,168363,0.481,0.246,0.122,-11.734000000000002,0.105,79.593,1,0.483,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
61908,5,7301,30618,54,0.0278,0.512,178427,0.84,0.142,0.077,-6.817,0.0464,134.466,1,0.0589,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
62460,5,10500,94673,52,0.0252,0.371,233747,0.6679999999999999,4.84e-05,0.0962,-6.032,0.16,83.75,1,0.26,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
62478,5,3913,15508,51,0.192,0.392,199549,0.274,0.0,0.146,-12.848,0.0996,78.824,1,0.165,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
63032,5,1181,68842,48,0.65,0.215,226333,0.503,0.0283,0.098,-16.317999999999998,0.0463,186.866,1,0.35,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
63091,5,590,43224,47,0.628,0.452,135510,0.215,7.1e-06,0.0824,-15.896,0.0491,73.57,1,0.103,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
63233,5,891,76367,51,0.778,0.642,177133,0.237,2.26e-05,0.11,-11.96,0.335,78.336,1,0.108,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
64018,5,8927,83254,67,0.907,0.526,212482,0.235,4.44e-06,0.111,-14.074000000000002,0.0991,91.24,1,0.377,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
64311,5,8081,24624,54,0.868,0.561,224698,0.282,0.529,0.11,-13.241,0.0286,112.011,1,0.158,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
64423,5,4417,34776,51,0.0915,0.5529999999999999,182280,0.42,1.58e-05,0.25,-11.125,0.303,113.628,1,0.434,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
64772,5,8878,88776,51,0.227,0.482,153940,0.467,0.000284,0.114,-9.847,0.0453,100.853,1,0.564,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
65286,6,11149,72862,14,0.942,0.35,79333,0.0761,0.0,0.156,-22.003,0.117,79.792,1,0.0659,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
65345,6,11149,94301,2,0.994,0.24,48000,0.251,0.958,0.102,-11.31,0.0478,85.275,1,0.48,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
65414,6,3504,88824,32,0.996,0.387,136293,0.0222,0.922,0.12,-29.504,0.0429,71.60600000000002,1,0.276,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
65425,6,3504,9859,29,0.994,0.358,154147,0.205,1.4499999999999997e-05,0.149,-13.588,0.0552,97.347,1,0.0393,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
65442,6,3504,38961,25,0.993,0.47,70987,0.204,0.915,0.118,-21.667,0.043,121.914,1,0.461,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
65451,6,6192,65484,0,0.644,0.415,64760,0.0197,0.0,0.197,-34.225,0.108,163.219,1,0.126,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
65466,6,4895,81620,23,0.993,0.332,219947,0.23,0.872,0.111,-23.125,0.0523,146.58,1,0.8590000000000001,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
65482,6,4895,93195,17,0.982,0.173,86401,0.102,0.0349,0.146,-24.937,0.0452,75.501,1,0.17800000000000002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
65499,6,4895,22684,0,0.954,0.532,16748,0.0639,0.0,0.593,-25.8,0.0519,126.447,1,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
65518,6,4895,52434,0,0.93,0.419,223053,0.104,0.73,0.101,-22.483,0.0476,127.173,1,0.507,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
65523,6,4895,35651,19,0.981,0.258,50951,0.171,0.28600000000000003,0.11,-22.316,0.0407,83.336,1,0.27,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
65549,6,4895,67522,0,0.8540000000000001,0.292,80733,0.0319,5.37e-05,0.113,-23.996,0.0431,137.475,1,0.0443,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
65565,6,4895,11688,0,0.932,0.221,66453,0.227,0.8540000000000001,0.101,-13.988,0.0371,113.293,1,0.32299999999999995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
65584,6,4895,47480,0,0.833,0.472,19137,0.0218,0.0,0.145,-29.461,0.0624,118.704,1,0.336,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
65587,6,4895,90833,0,0.7829999999999999,0.505,55893,0.0433,0.0,0.152,-29.855,0.0786,81.837,1,0.405,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
65597,6,4895,36206,0,0.994,0.514,31787,0.14400000000000002,0.00339,0.114,-17.243,0.0486,117.191,1,0.253,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
65605,6,4895,99941,0,0.992,0.221,59013,0.08900000000000001,0.612,0.127,-24.395,0.0385,130.482,1,0.282,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
65607,6,4899,72986,62,0.989,0.205,109800,0.008320000000000001,0.598,0.104,-33.503,0.0506,77.781,1,0.215,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
65614,6,6192,12508,29,0.983,0.583,53920,0.228,0.86,0.146,-23.667,0.0397,115.159,1,0.963,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
65620,6,6192,36062,27,0.985,0.412,117360,0.0273,0.954,0.118,-31.813,0.0384,124.538,1,0.289,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
65621,6,6192,4306,28,0.993,0.478,90760,0.0291,0.955,0.115,-34.769,0.0553,67.692,1,0.128,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
65634,6,6192,45306,27,0.979,0.17600000000000002,82893,0.0146,0.863,0.0951,-35.372,0.0323,75.944,1,0.342,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
65638,6,6192,106226,26,0.993,0.413,65387,0.0105,0.978,0.14,-33.742,0.0429,67.619,1,0.28,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
65639,6,6192,32516,25,0.985,0.31,48320,0.223,0.899,0.267,-23.874,0.0354,128.9,1,0.762,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
65654,6,6192,26042,25,0.979,0.316,105867,0.0275,0.935,0.0879,-38.607,0.0408,118.116,1,0.29,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
65659,6,6192,9336,22,0.991,0.366,30320,0.122,0.953,0.14300000000000002,-23.236,0.0448,142.056,1,0.338,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
65661,6,6192,102595,22,0.995,0.407,84987,0.0373,0.862,0.136,-32.014,0.0431,72.457,1,0.173,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
