,genre,artist_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,liveness_binary,danceability_binary,Major,Minor,A,A#,B,C,C#,D,D#,E,F,F#,G,G#
417,0,7799,88335,20,0.863,0.253,238039,0.417,6.33e-06,0.0974,-3.5610000000000004,0.0287,143.374,3,0.208,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
424,0,6269,10908,18,0.69,0.524,174320,0.298,0.0,0.315,-9.789,0.0254,94.508,3,0.5429999999999999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
427,0,6269,11992,17,0.845,0.457,176013,0.252,0.0,0.103,-8.72,0.0265,104.6,3,0.268,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
429,0,10232,35675,15,0.967,0.241,207040,0.117,4.26e-06,0.111,-18.035,0.0306,108.059,3,0.0676,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
430,0,10232,53821,15,0.984,0.275,228853,0.043,1.41e-06,0.165,-21.241,0.0323,101.729,3,0.0395,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
432,0,10232,40783,13,0.98,0.172,239784,0.0695,5.770000000000001e-05,0.1,-19.459,0.0324,85.81299999999997,3,0.0611,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
434,0,3729,27116,10,0.733,0.487,177640,0.263,0.0,0.233,-9.489,0.0334,143.268,3,0.557,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
442,0,3729,56647,7,0.947,0.233,211693,0.0567,0.0,0.102,-16.531,0.0295,129.014,3,0.0491,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
446,0,3729,75777,6,0.909,0.315,174827,0.0817,0.0,0.18,-14.046,0.0331,137.341,3,0.319,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
447,0,3729,40981,6,0.815,0.429,191600,0.16699999999999998,0.0,0.24,-12.685,0.0324,93.788,3,0.626,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
448,0,3729,17647,6,0.8809999999999999,0.25,237707,0.33,0.0,0.129,-11.441,0.0285,170.28099999999995,3,0.314,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
457,0,10232,92436,10,0.974,0.209,188653,0.13699999999999998,0.256,0.14,-16.809,0.0377,85.845,3,0.15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
463,0,10232,109116,7,0.99,0.157,202567,0.0252,0.0154,0.105,-22.447,0.0392,181.71400000000003,3,0.152,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
468,0,10232,79349,6,0.972,0.32,197262,0.0628,3.39e-05,0.11,-18.562,0.0335,118.643,3,0.0516,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
472,0,10232,96643,7,0.967,0.269,201395,0.124,0.0101,0.175,-18.068,0.0333,110.121,3,0.122,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
476,0,10232,12022,6,0.992,0.28,178653,0.0912,0.000587,0.108,-16.953,0.0341,79.1,3,0.0797,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
480,0,10013,64592,8,0.895,0.35600000000000004,190227,0.204,0.0,0.0781,-15.196,0.04,129.701,3,0.222,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
495,0,10013,51879,1,0.954,0.397,150533,0.0855,0.00158,0.101,-19.271,0.0315,96.108,3,0.146,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
496,0,10013,10145,1,0.957,0.353,175480,0.0998,0.0,0.0731,-18.014,0.0394,122.185,3,0.108,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
498,0,10013,62815,1,0.968,0.226,204293,0.0499,2.49e-05,0.128,-21.84,0.0364,80.23100000000002,3,0.0888,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
520,8,3968,15902,42,0.173,0.633,183600,0.444,3.33e-06,0.0821,-14.09,0.0264,106.111,3,0.45,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
533,8,461,59084,58,0.583,0.528,183187,0.472,0.0,0.129,-10.428,0.0267,134.099,3,0.251,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
539,8,592,101518,55,0.78,0.483,196467,0.341,0.00157,0.188,-9.833,0.0261,87.31,3,0.618,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
547,8,6882,55437,43,0.446,0.415,173199,0.418,0.0,0.343,-10.494000000000002,0.0377,161.75799999999995,3,0.662,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
576,8,2848,74214,44,0.344,0.556,184240,0.911,0.101,0.171,-3.822,0.0707,172.324,3,0.901,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
583,8,152,70988,43,0.103,0.615,224333,0.405,0.0,0.103,-6.885,0.0242,112.0,3,0.207,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
617,8,9593,84572,43,0.848,0.458,206840,0.358,0.0,0.126,-7.115,0.0286,145.747,3,0.208,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
648,8,5734,55464,53,0.957,0.501,155160,0.175,0.477,0.0912,-11.720999999999998,0.0307,105.724,3,0.232,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
656,8,3656,33182,41,0.278,0.619,141827,0.264,0.0,0.0983,-12.806,0.0252,93.969,3,0.449,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
667,8,5206,85935,54,0.0293,0.35600000000000004,186400,0.573,0.0,0.0985,-6.692,0.0459,149.19899999999996,3,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
700,8,10644,50587,41,0.614,0.534,224027,0.35100000000000003,0.0,0.113,-6.908,0.0268,117.97,3,0.174,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
748,8,4974,66599,47,0.902,0.495,168067,0.243,3.26e-06,0.146,-11.383,0.0563,141.636,3,0.389,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
750,8,5393,90658,46,0.199,0.529,203360,0.632,0.0,0.119,-6.432,0.0359,189.821,3,0.604,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
754,8,4556,78145,41,0.131,0.5429999999999999,204747,0.545,0.0,0.318,-4.519,0.031,127.977,3,0.63,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
782,8,2716,108292,44,0.713,0.5820000000000001,206307,0.211,0.0,0.141,-15.67,0.0273,80.601,3,0.316,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
788,8,5419,15242,52,0.7240000000000001,0.6459999999999999,220867,0.362,0.0,0.134,-11.954,0.0312,142.46,3,0.387,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
791,8,5091,49356,42,0.4320000000000001,0.54,218773,0.471,6.02e-06,0.261,-5.888,0.0261,104.869,3,0.491,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
794,8,159,82661,41,0.753,0.388,226040,0.5379999999999999,0.0,0.105,-7.734,0.0458,169.917,3,0.464,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
796,8,5201,29696,41,0.274,0.327,220093,0.364,0.0,0.138,-8.844,0.0364,86.42299999999999,3,0.304,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
802,8,6522,101706,44,0.807,0.535,203933,0.416,0.0,0.152,-11.418,0.0513,167.33900000000003,3,0.727,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
813,8,2848,67040,0,0.327,0.593,235533,0.192,4.85e-06,0.345,-15.286,0.0295,83.52600000000002,3,0.28,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
828,1,6279,46042,74,0.0714,0.763,229640,0.807,0.28,0.348,-3.714,0.035,103.038,3,0.5589999999999999,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
843,1,3432,56047,73,0.67,0.544,184516,0.552,4.57e-05,0.415,-7.45,0.0991,159.738,3,0.5539999999999999,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
854,1,1857,23849,66,0.000671,0.509,238400,0.843,0.0008029999999999999,0.348,-3.318,0.0488,140.055,3,0.332,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
862,1,9432,12376,74,0.000264,0.413,218933,0.873,0.0025,0.204,-4.151,0.0535,116.681,3,0.481,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
874,1,5920,1788,73,0.103,0.456,195493,0.4320000000000001,0.0,0.17600000000000002,-7.682,0.0266,139.909,3,0.391,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
903,1,9353,38908,65,0.894,0.574,98027,0.123,0.00111,0.118,-13.959,0.196,115.431,3,0.117,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
929,1,10422,20091,66,0.0104,0.185,207587,0.948,0.0,0.105,-3.892,0.147,196.578,3,0.316,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1042,1,10937,101108,61,1.62e-05,0.32,238653,0.909,0.139,0.0443,-4.612,0.0412,109.649,3,0.21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1055,1,9432,21343,68,0.362,0.47,167907,0.7959999999999999,1.11e-06,0.133,-3.277,0.0336,113.108,3,0.215,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1063,1,5002,84540,60,0.5820000000000001,0.421,187134,0.407,0.775,0.117,-10.732,0.0777,80.748,3,0.238,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1068,1,10212,7208,64,0.0232,0.267,190987,0.67,0.0,0.312,-4.688,0.0807,191.883,3,0.114,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1075,1,9284,6635,60,0.759,0.667,174222,0.473,0.000354,0.117,-12.597,0.0502,134.933,3,0.69,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1120,1,1406,76149,63,0.711,0.6890000000000001,212992,0.394,0.000905,0.0859,-10.102,0.065,117.489,3,0.382,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1156,1,11500,36042,60,0.0832,0.4920000000000001,232379,0.6559999999999999,0.0,0.202,-7.3610000000000015,0.0365,147.94799999999995,3,0.358,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1212,1,7474,57399,59,0.597,0.695,168387,0.42,0.0222,0.0839,-7.735,0.0385,124.019,3,0.257,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1218,1,6290,63293,61,0.00532,0.5770000000000001,222707,0.789,0.0105,0.214,-4.6610000000000005,0.0427,97.52,3,0.149,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1236,1,9144,92481,56,0.349,0.8140000000000001,164560,0.385,4.16e-06,0.122,-12.23,0.252,109.983,3,0.29600000000000004,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1257,1,8982,34322,58,0.0063,0.22,216800,0.754,0.0,0.0865,-5.095,0.0594,160.126,3,0.358,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1262,1,1097,51405,21,0.551,0.629,46422,0.269,0.0,0.478,-12.818,0.941,172.935,3,0.7390000000000001,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1288,1,9057,34851,62,0.846,0.58,194303,0.278,0.000241,0.104,-11.569,0.0701,149.781,3,0.259,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1318,1,1397,14130,60,0.000246,0.345,227107,0.926,0.000487,0.14,-4.444,0.159,154.892,3,0.214,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1331,1,9452,86969,59,0.685,0.637,135480,0.615,8.51e-06,0.462,-5.395,0.16699999999999998,132.312,3,0.517,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1336,1,8864,4204,57,0.00193,0.537,238760,0.6920000000000001,0.0,0.114,-4.159,0.0315,125.037,3,0.28600000000000003,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1340,1,3411,77639,56,0.366,0.529,204773,0.521,0.0,0.29600000000000004,-5.277,0.0378,173.688,3,0.438,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1357,8,4974,40742,46,0.114,0.489,156160,0.426,0.0504,0.117,-9.762,0.0393,81.354,3,0.521,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1370,8,3649,45653,42,0.609,0.382,190160,0.32,0.0,0.165,-12.941,0.0395,89.891,3,0.226,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1371,8,2853,105645,41,0.8,0.706,219425,0.639,0.0,0.3720000000000001,-4.853,0.0394,100.141,3,0.858,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1395,8,9321,105214,45,0.602,0.573,167053,0.35200000000000004,0.000185,0.229,-9.31,0.0419,90.982,3,0.624,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1421,8,1352,62596,43,0.00886,0.6709999999999999,207387,0.8420000000000001,0.0,0.111,-4.381,0.116,150.983,3,0.464,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1428,8,2716,81380,43,0.544,0.61,103467,0.255,0.000178,0.0977,-11.398,0.0616,98.677,3,0.388,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1440,8,9321,105623,45,0.0994,0.583,198973,0.401,0.00826,0.175,-7.345,0.0302,117.944,3,0.229,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1487,8,4605,10662,44,0.16399999999999998,0.393,171867,0.508,2.59e-05,0.259,-10.636,0.0287,97.107,3,0.55,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1492,8,8317,25895,42,0.462,0.568,209787,0.522,1.34e-06,0.15,-10.695,0.0538,74.102,3,0.647,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1498,8,11021,89244,43,0.7709999999999999,0.5379999999999999,229360,0.305,0.000134,0.113,-13.952,0.0287,86.477,3,0.259,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1503,8,1388,33297,40,0.0982,0.519,226439,0.669,1.36e-06,0.215,-5.159,0.0297,122.93,3,0.494,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1536,8,292,93050,41,0.897,0.542,174973,0.231,1.8e-05,0.129,-10.876,0.0286,87.419,3,0.152,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1558,8,7138,10554,42,0.8859999999999999,0.6829999999999999,209227,0.201,0.00107,0.115,-12.436,0.0322,112.648,3,0.262,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1559,8,2030,67590,40,0.0968,0.602,219200,0.569,0.0,0.104,-8.987,0.023,95.022,3,0.196,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1563,8,2716,96960,44,0.6970000000000001,0.5770000000000001,187560,0.27,0.0,0.273,-10.689,0.0273,88.072,3,0.545,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1580,8,3656,49325,39,0.78,0.591,199960,0.28800000000000003,0.000908,0.14,-12.312,0.0279,100.801,3,0.153,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1618,8,1411,62157,41,0.5870000000000001,0.617,209427,0.5670000000000001,0.0,0.106,-5.75,0.0549,128.151,3,0.593,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1672,8,3225,95851,42,0.141,0.512,226307,0.645,0.0,0.0987,-5.631,0.029,111.015,3,0.28300000000000003,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1716,8,2528,54770,41,0.4,0.638,192773,0.413,0.0,0.0845,-5.759,0.0256,89.126,3,0.334,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1719,8,10707,12712,40,0.00503,0.403,195547,0.77,0.0,0.111,-6.495,0.0456,113.975,3,0.759,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1731,8,4574,65297,41,0.467,0.6829999999999999,191547,0.418,0.0,0.129,-6.369,0.0323,121.707,3,0.212,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1776,1,5726,27926,62,0.000293,0.366,230127,0.956,0.00447,0.449,-3.725,0.108,104.016,3,0.159,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1782,1,7753,81581,61,0.0519,0.29100000000000004,196187,0.493,9.15e-06,0.101,-9.461,0.028,182.032,3,0.183,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1803,1,9353,68500,57,0.624,0.58,104438,0.0978,0.0,0.112,-13.519,0.332,170.803,3,0.389,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1820,1,1819,57227,62,0.5329999999999999,0.6659999999999999,224714,0.29600000000000004,0.25,0.0768,-8.219,0.0286,130.047,3,0.15,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1826,1,85,81359,57,0.00383,0.518,219640,0.743,0.0069,0.078,-8.247,0.0373,144.024,3,0.211,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1849,1,9018,5507,64,0.334,0.589,224320,0.442,0.000424,0.0987,-8.517000000000001,0.0291,122.688,3,0.0904,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1903,1,8327,88764,56,0.544,0.477,200067,0.426,0.0,0.0903,-6.961,0.043,184.866,3,0.789,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1920,1,1397,108281,57,3.15e-05,0.4,198040,0.982,8.2e-05,0.133,-2.147,0.123,155.046,3,0.384,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1924,1,1241,2183,57,0.698,0.374,93473,0.189,0.0,0.142,-9.678,0.0335,126.837,3,0.114,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1946,1,10179,12433,60,0.261,0.506,236663,0.329,0.158,0.0682,-13.313,0.064,200.133,3,0.503,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1959,1,2691,41702,62,0.000285,0.53,232640,0.988,0.0,0.222,-2.406,0.121,101.28,3,0.521,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1960,1,8543,86831,55,0.15,0.434,217587,0.5429999999999999,0.0,0.105,-6.973,0.0292,140.092,3,0.438,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1970,1,3432,99705,54,0.878,0.632,68588,0.18,0.0,0.249,-20.55,0.685,85.00399999999998,3,0.7040000000000001,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1978,1,1857,944,53,0.00465,0.481,223173,0.88,6.02e-05,0.204,-4.55,0.0717,95.023,3,0.289,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,1,9284,60768,54,0.318,0.606,233995,0.435,0.0048200000000000005,0.205,-11.458,0.0614,124.943,3,0.376,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2028,1,9256,37563,53,0.0242,0.5429999999999999,183075,0.59,0.0404,0.5770000000000001,-9.379,0.0393,79.882,3,0.741,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2081,1,3331,70026,52,0.000143,0.465,223766,0.965,0.0,0.245,-4.578,0.114,148.012,3,0.392,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2091,1,5469,6746,59,0.447,0.789,181267,0.435,0.0,0.135,-7.042000000000002,0.0599,72.973,3,0.456,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2106,1,11041,67985,57,0.000278,0.294,204293,0.923,0.00117,0.275,-5.198,0.0468,185.929,3,0.5760000000000001,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2143,1,60,41756,59,0.725,0.423,210177,0.43,0.0005740000000000001,0.132,-11.475,0.231,84.273,3,0.324,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2152,1,1770,100557,58,0.00216,0.4270000000000001,200480,0.843,0.0,0.179,-4.54,0.0364,147.387,3,0.304,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2202,1,85,105676,54,0.000172,0.483,195133,0.841,0.861,0.108,-7.494,0.0523,159.747,3,0.129,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2214,1,7205,62181,61,0.395,0.275,202347,0.7140000000000001,0.0,0.115,-5.124,0.0328,94.082,3,0.242,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2243,1,3377,41501,57,0.00141,0.261,233360,0.964,2.87e-05,0.183,-6.654,0.0638,162.90200000000004,3,0.326,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
