,genre,artist_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,liveness_binary,danceability_binary,Major,Minor,A,A#,B,C,C#,D,D#,E,F,F#,G,G#
49529,16,8501,54605,16,0.8740000000000001,0.0724,206467,0.0698,0.797,0.139,-23.146,0.0443,77.27199999999998,3,0.034,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
49541,16,1963,17855,20,0.925,0.338,139733,0.0813,0.007109999999999998,0.302,-21.291,0.0414,81.374,3,0.301,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
49543,16,3659,26196,16,0.95,0.338,115400,0.353,0.124,0.484,-16.87,0.0417,174.259,3,0.8440000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
49544,16,3686,50764,20,0.978,0.324,145547,0.294,0.000267,0.147,-12.642,0.0422,89.111,3,0.0887,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
49546,16,3726,79665,18,0.974,0.399,112080,0.0953,4.59e-05,0.201,-21.821,0.0664,136.48,3,0.17800000000000002,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
49549,16,8285,22128,9,0.92,0.251,196000,0.29100000000000004,0.894,0.0915,-19.319000000000006,0.0414,112.318,3,0.158,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
49552,16,3659,59464,13,0.969,0.193,69080,0.0885,0.835,0.103,-23.606,0.0361,72.207,3,0.044,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
49553,16,3686,59632,17,0.976,0.28300000000000003,185867,0.135,0.000833,0.423,-21.77,0.045,100.538,3,0.119,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
49559,16,3721,88544,18,0.995,0.303,173600,0.0418,0.00372,0.0863,-15.963,0.0418,88.289,3,0.243,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
49561,16,3686,95676,13,0.987,0.17600000000000002,138307,0.183,0.0224,0.206,-13.885,0.0403,83.601,3,0.0388,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
49565,16,3659,32565,15,0.988,0.4,197600,0.181,0.0653,0.12,-20.55,0.0652,113.806,3,0.222,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
49568,16,3726,56871,15,0.961,0.29100000000000004,119573,0.267,0.0674,0.35600000000000004,-17.939,0.0749,85.26700000000002,3,0.208,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
49570,16,8285,68181,20,0.924,0.11,80200,0.00106,0.892,0.123,-39.929,0.0475,78.628,3,0.0347,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
49576,16,3726,109167,19,0.963,0.222,192680,0.0431,0.0,0.113,-25.477,0.0507,71.655,3,0.0918,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
49580,16,620,39170,15,0.977,0.19,193556,0.265,9.74e-05,0.173,-14.53,0.0387,82.965,3,0.373,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
49584,16,3726,87571,12,0.965,0.418,139880,0.0498,0.0,0.116,-25.054,0.0624,121.697,3,0.0829,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
49600,16,3686,43527,12,0.994,0.192,190960,0.0143,0.965,0.0919,-20.144,0.0457,64.836,3,0.0482,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
49604,16,3659,64710,20,0.955,0.376,126627,0.369,0.0,0.156,-10.999,0.0763,158.815,3,0.362,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
49605,16,3659,72154,21,0.981,0.264,227000,0.204,0.0464,0.0795,-17.34,0.0408,81.515,3,0.092,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
49609,16,3726,107558,16,0.96,0.318,190948,0.188,8.28e-05,0.23,-17.652,0.0628,167.91299999999995,3,0.268,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
49610,16,6244,108642,9,0.926,0.271,165773,0.122,0.916,0.105,-19.128,0.0399,142.619,3,0.353,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
49617,16,3686,40333,11,0.95,0.17600000000000002,172813,0.206,0.000177,0.537,-14.528,0.0402,173.523,3,0.115,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
49622,16,6174,19484,23,0.983,0.243,201667,0.403,0.0206,0.688,-14.056,0.0493,86.38799999999998,3,0.16899999999999998,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
49625,16,6244,29735,14,0.868,0.257,123667,0.006999999999999999,0.0715,0.0896,-38.499,0.0402,87.03299999999999,3,0.18,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
49628,16,3726,45722,11,0.98,0.215,223007,0.191,5.78e-06,0.279,-14.622,0.0394,84.37200000000001,3,0.111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
49631,16,8285,88325,20,0.922,0.308,75053,0.405,1.09e-05,0.107,-15.24,0.0557,99.794,3,0.0711,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
49632,16,3659,89252,15,0.952,0.248,121933,0.00674,0.271,0.155,-36.547,0.0417,176.236,3,0.185,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
49633,16,3686,18903,19,0.983,0.388,217267,0.0969,0.000359,0.387,-21.336,0.0489,107.957,3,0.208,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
49635,16,3726,40607,11,0.969,0.254,180467,0.166,0.000357,0.12,-14.833,0.0519,68.312,3,0.252,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
49644,16,3659,49677,17,0.987,0.154,103827,0.0948,0.505,0.0701,-19.569000000000006,0.0417,65.363,3,0.0392,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
49646,16,3686,82690,14,0.961,0.147,211880,0.0333,0.0112,0.14,-23.409,0.045,85.291,3,0.0593,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
49657,16,594,104077,20,0.972,0.377,160467,0.159,8.25e-05,0.111,-14.26,0.0514,84.973,3,0.22,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
49658,16,10546,46473,13,0.852,0.304,187120,0.262,0.0,0.243,-16.491,0.0558,174.419,3,0.8640000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
49659,16,7857,52374,17,0.905,0.13,192933,0.158,0.8540000000000001,0.14300000000000002,-20.086,0.0408,89.574,3,0.0394,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
49660,16,4663,104337,16,0.98,0.162,190533,0.0683,0.0154,0.14400000000000002,-20.84,0.0495,170.66299999999995,3,0.0759,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
49662,16,331,98041,12,0.994,0.35700000000000004,203667,0.0195,0.00122,0.0998,-24.396,0.0399,87.46700000000001,3,0.185,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
49670,16,3082,104235,10,0.98,0.141,148947,0.0608,0.797,0.633,-27.6,0.0481,67.22800000000001,3,0.0343,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
49681,16,214,84802,13,0.91,0.327,86893,0.0161,0.00926,0.16699999999999998,-36.409,0.0415,134.98,3,0.075,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
49683,16,7828,18524,8,0.923,0.312,71053,0.038,0.684,0.0796,-28.851,0.0456,85.316,3,0.284,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
49688,16,214,21896,15,0.872,0.371,115146,0.0316,0.8490000000000001,0.0751,-24.009,0.036000000000000004,97.575,3,0.382,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
49690,16,214,107781,14,0.979,0.209,96119,0.0222,0.878,0.0698,-29.405,0.0367,86.693,3,0.0824,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
49694,16,214,43419,14,0.981,0.114,70266,0.0203,0.0985,0.198,-29.39,0.0476,179.52900000000002,3,0.0333,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
49698,16,3568,105790,14,0.795,0.479,158200,0.0209,0.0,0.134,-27.795,0.206,85.705,3,0.221,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
49707,16,1963,94492,18,0.799,0.428,178440,0.177,0.00158,0.111,-18.636,0.0349,140.144,3,0.665,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
49711,16,3687,33284,15,0.967,0.508,210587,0.2,0.00234,0.247,-12.92,0.0653,116.567,3,0.407,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
49719,16,5852,99661,19,0.989,0.371,180512,0.269,0.0126,0.131,-11.027,0.0488,170.247,3,0.625,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
49724,16,6455,14461,16,0.957,0.345,76107,0.318,0.00698,0.112,-12.306,0.0475,88.115,3,0.158,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
49727,16,8501,60542,9,0.992,0.276,142787,0.0227,0.921,0.128,-29.5,0.0339,67.941,3,0.114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
49729,16,6455,72607,16,0.981,0.3720000000000001,132360,0.297,0.652,0.401,-13.105,0.0355,66.34100000000001,3,0.223,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
49738,16,7510,13286,16,0.964,0.0886,227000,0.0282,0.251,0.0858,-21.783,0.0393,80.869,3,0.0377,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
49742,16,8278,57089,9,0.98,0.163,228440,0.0574,0.871,0.193,-21.242,0.0373,96.917,3,0.201,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
49743,16,3707,67993,11,0.966,0.5429999999999999,110427,0.177,0.0,0.161,-22.315,0.562,86.921,3,0.327,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
49745,16,509,65899,24,0.985,0.209,146228,0.154,0.233,0.0883,-11.864,0.0388,57.536,3,0.0366,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
49746,16,509,103896,23,0.993,0.219,177834,0.0606,0.076,0.18600000000000005,-17.95,0.04,133.34799999999998,3,0.0742,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
49751,16,3726,25869,18,0.981,0.252,168282,0.207,7.35e-06,0.115,-16.709,0.0528,61.797,3,0.193,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
49753,16,5149,39426,8,0.973,0.188,153600,0.173,0.8690000000000001,0.12,-16.090999999999998,0.0442,104.535,3,0.0399,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
49754,16,3726,68046,15,0.96,0.21600000000000005,147397,0.0518,1.52e-06,0.464,-21.945,0.0445,85.615,3,0.0428,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
49755,16,3686,87716,13,0.989,0.149,195493,0.279,0.552,0.0516,-12.521,0.0352,85.37200000000001,3,0.0574,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
49758,16,3686,100946,13,0.974,0.326,146657,0.15,0.142,0.158,-17.892,0.0433,86.243,3,0.239,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
49759,16,3686,104051,23,0.989,0.17800000000000002,196893,0.238,0.000218,0.113,-12.127,0.0401,78.764,3,0.0746,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
49761,16,1963,84804,18,0.93,0.398,121267,0.0814,0.00343,0.21,-25.109,0.0432,121.873,3,0.488,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
49762,16,509,7643,21,0.972,0.303,129400,0.129,0.374,0.152,-16.464000000000002,0.0387,93.719,3,0.123,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
49766,16,3686,5228,14,0.846,0.203,212120,0.223,0.000342,0.103,-17.241,0.0393,72.32600000000002,3,0.043,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
49767,16,3726,6836,19,0.953,0.199,226280,0.149,9.53e-05,0.345,-18.329,0.0464,83.49,3,0.0681,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
49776,16,3726,67865,9,0.924,0.43,130173,0.133,1.08e-06,0.248,-21.914,0.111,133.033,3,0.241,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
49779,16,3686,85632,10,0.951,0.26,154800,0.2,0.418,0.205,-14.626,0.0388,124.701,3,0.0788,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
49786,16,3686,49870,17,0.933,0.362,228400,0.134,0.00173,0.155,-20.24,0.0455,90.021,3,0.11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
49788,16,3726,69818,13,0.949,0.469,107587,0.198,0.0,0.507,-18.89,0.114,79.881,3,0.556,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
49794,16,4487,3801,17,0.923,0.218,184293,0.141,0.81,0.299,-17.342,0.0332,88.17200000000003,3,0.133,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
49796,16,1483,45850,18,0.949,0.244,212707,0.468,0.309,0.157,-11.832,0.0454,163.204,3,0.391,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
49804,16,3686,76952,13,0.841,0.0644,213840,0.121,0.789,0.239,-19.614,0.0404,62.845,3,0.0385,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
49806,16,3686,81704,12,0.954,0.294,206560,0.313,0.00179,0.146,-14.066,0.0406,90.478,3,0.304,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
49810,16,8285,10407,14,0.974,0.117,231160,0.113,0.873,0.117,-18.718,0.0382,164.145,3,0.0354,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
49818,16,3686,65470,16,0.767,0.35100000000000003,60600,0.196,0.638,0.8540000000000001,-16.421,0.0313,142.966,3,0.6679999999999999,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
49819,16,3726,66380,12,0.967,0.48,110000,0.29,0.00129,0.0741,-18.304,0.103,107.868,3,0.4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
49823,16,1787,38313,8,0.973,0.334,225000,0.0869,0.0252,0.19,-23.512,0.0694,101.993,3,0.115,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
49825,16,8285,55456,15,0.867,0.0626,201280,0.00563,0.0857,0.2,-29.214,0.0382,71.17399999999998,3,0.0922,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
49829,16,3686,75415,16,0.973,0.27,178747,0.191,0.0047,0.417,-17.116,0.0476,125.698,3,0.141,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
49835,16,3686,3366,8,0.972,0.51,43893,0.0786,0.0,0.173,-27.245,0.278,105.161,3,0.545,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
49836,16,2648,28763,18,0.932,0.472,68560,0.0761,0.0,0.698,-26.908,0.195,112.895,3,0.14300000000000002,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
49840,16,3659,81586,17,0.975,0.17800000000000002,235440,0.259,0.166,0.324,-16.104,0.0497,81.72800000000002,3,0.0437,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
49845,16,4487,30256,8,0.892,0.135,205573,0.14300000000000002,0.5,0.12,-23.368,0.0363,145.22899999999996,3,0.0963,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
49846,16,3659,45747,15,0.99,0.337,122773,0.161,0.000138,0.11,-16.309,0.127,187.261,3,0.183,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
49847,16,3726,46306,17,0.978,0.2,179493,0.0855,0.0225,0.104,-24.471,0.0595,171.425,3,0.101,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
49858,16,3659,49732,15,0.973,0.5720000000000001,69560,0.0618,0.0,0.139,-23.058000000000003,0.101,107.93,3,0.174,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
49870,16,3686,42086,8,0.982,0.409,78360,0.125,0.00465,0.28,-20.973000000000006,0.0671,97.599,3,0.223,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
49881,16,3686,108229,16,0.978,0.294,128499,0.269,0.335,0.654,-15.06,0.0372,66.664,3,0.322,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
49882,16,4663,78923,13,0.736,0.161,88427,0.179,8.41e-05,0.308,-14.523,0.0419,78.715,3,0.312,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
49889,16,331,65607,12,0.988,0.21600000000000005,104667,0.027000000000000003,0.00034700000000000003,0.0718,-25.031,0.0488,128.866,3,0.24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
49891,16,10546,75289,19,0.949,0.249,181293,0.16399999999999998,0.831,0.107,-17.1,0.0399,69.407,3,0.0672,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
49893,16,369,12324,20,0.986,0.276,223386,0.139,0.0436,0.0865,-17.968,0.051,83.589,3,0.037000000000000005,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
49900,16,214,54991,12,0.8079999999999999,0.384,91133,0.0671,0.677,0.152,-23.955,0.0585,157.291,3,0.364,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
49903,16,214,42327,13,0.907,0.454,47840,0.0742,0.775,0.146,-22.067,0.0597,205.065,3,0.718,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
49904,16,214,94709,12,0.932,0.34,62400,0.102,0.8170000000000001,0.0796,-22.311,0.042,127.366,3,0.225,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
49905,16,3568,99224,13,0.974,0.442,99907,0.113,0.0,0.183,-21.638,0.359,71.388,3,0.235,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
49906,16,3568,54,11,0.969,0.251,161200,0.0188,0.828,0.108,-24.597,0.0458,141.442,3,0.0995,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
49910,16,587,108406,18,0.965,0.194,190480,0.101,0.0235,0.106,-19.646,0.0385,85.104,3,0.0647,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
49911,16,3413,63423,13,0.764,0.26,185600,0.0901,0.225,0.0864,-26.471,0.0342,83.859,3,0.445,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
49914,16,214,101224,11,0.906,0.19,108240,0.0108,0.544,0.113,-30.555,0.0433,128.858,3,0.0392,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
49918,16,178,100661,14,0.926,0.381,183360,0.274,0.5379999999999999,0.24,-16.201,0.0399,140.985,3,0.343,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
49919,16,8237,44346,10,0.843,0.263,206547,0.0826,0.0029100000000000003,0.0823,-21.85,0.0361,186.713,3,0.16699999999999998,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
49923,16,214,25025,12,0.743,0.417,196000,0.248,0.89,0.0992,-19.748,0.0843,82.056,3,0.569,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
49926,16,214,41055,14,0.943,0.399,164039,0.302,0.8690000000000001,0.0742,-17.86,0.0586,165.27,3,0.565,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
49931,16,214,32426,14,0.877,0.49,54986,0.0862,0.991,0.0913,-19.779,0.045,171.613,3,0.7170000000000001,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
49936,16,3082,31606,10,0.955,0.181,150933,0.0271,0.007490000000000002,0.172,-26.954,0.0407,62.277,3,0.0362,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
49940,16,214,77250,10,0.696,0.4370000000000001,84640,0.0168,0.6940000000000001,0.0933,-41.476000000000006,0.0492,82.12100000000002,3,0.35100000000000003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
49943,16,3685,12961,16,0.991,0.241,198640,0.244,0.00303,0.0701,-12.086,0.0374,90.06,3,0.0827,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
49944,16,7857,52012,16,0.966,0.364,200400,0.287,8.240000000000001e-05,0.7909999999999999,-13.933,0.0465,107.935,3,0.225,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
49947,16,7857,106572,15,0.897,0.259,166400,0.0787,5.63e-06,0.365,-23.163,0.052000000000000005,180.568,3,0.107,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
49951,16,4663,43811,0,0.992,0.196,230027,0.266,0.755,0.35200000000000004,-23.528,0.101,79.28399999999998,3,0.0857,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
49958,16,4663,52691,19,0.688,0.421,128000,0.173,0.007940000000000001,0.092,-21.321,0.0526,99.037,3,0.359,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
49963,16,8285,7361,7,0.894,0.328,187267,0.115,0.000917,0.159,-21.265,0.0372,80.673,3,0.16,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
49966,16,3659,16368,14,0.984,0.452,98400,0.125,1.51e-05,0.273,-18.272,0.0754,97.361,3,0.353,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
49975,16,3659,82611,15,0.982,0.157,225089,0.275,0.0042,0.12,-10.889,0.0424,172.072,3,0.0397,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
49979,16,8285,103504,13,0.932,0.165,150813,0.15,0.00149,0.183,-22.618,0.054000000000000006,66.312,3,0.0728,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
49981,16,620,109015,21,0.984,0.515,157693,0.0594,0.00013700000000000002,0.0976,-16.057000000000002,0.0393,109.119,3,0.185,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
49985,16,3726,25549,10,0.966,0.21,140040,0.0887,0.487,0.325,-25.541,0.041,85.521,3,0.109,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
49987,16,3659,54988,16,0.932,0.304,59053,0.0586,0.0,0.62,-28.952,0.0592,76.638,3,0.257,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
49988,16,3659,59285,12,0.99,0.462,113293,0.00763,0.913,0.0941,-32.196,0.0591,63.37300000000001,3,0.096,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
49989,16,8285,64043,17,0.986,0.206,170533,0.0222,0.836,0.0871,-26.768,0.0432,71.315,3,0.0383,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
49990,16,3721,66310,17,0.976,0.261,214693,0.152,0.0815,0.0915,-14.598,0.034,88.20299999999997,3,0.0843,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
49992,16,3686,79566,10,0.987,0.183,195627,0.0109,0.974,0.105,-38.449,0.0426,66.387,3,0.0679,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
49993,16,3726,80514,12,0.974,0.269,124600,0.0624,0.00554,0.404,-31.108,0.0385,86.036,3,0.162,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
49995,16,6174,90422,9,0.853,0.203,223520,0.439,0.000923,0.894,-12.625,0.0596,85.421,3,0.145,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
49996,16,3686,96347,11,0.965,0.182,147840,0.208,0.882,0.412,-14.767,0.0359,84.90299999999998,3,0.0583,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
49998,16,8285,103262,9,0.924,0.165,113307,0.0275,0.917,0.207,-24.076,0.0459,128.869,3,0.141,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
50005,16,6244,39846,14,0.97,0.28,211800,0.0965,0.6609999999999999,0.262,-21.546,0.0446,130.245,3,0.049,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
50007,16,4487,64484,10,0.7979999999999999,0.172,135719,0.419,1.71e-06,0.0995,-8.696,0.0372,164.07,3,0.253,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
50010,16,6244,98607,13,0.97,0.155,194707,0.0135,0.759,0.111,-32.268,0.0405,106.217,3,0.0386,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
50013,16,8285,6369,15,0.976,0.198,133575,0.122,0.422,0.165,-21.741,0.0408,81.39399999999998,3,0.243,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
50016,16,3686,40201,8,0.975,0.233,220211,0.33,6.42e-05,0.67,-10.081,0.0488,82.361,3,0.0548,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
50017,16,8285,40954,16,0.894,0.175,139293,0.0225,0.906,0.14,-24.92,0.0343,65.203,3,0.0287,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
50019,16,3686,51169,11,0.991,0.201,128840,0.261,0.653,0.642,-15.858,0.0408,79.992,3,0.0736,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
50022,16,5149,69660,18,0.977,0.139,193360,0.027000000000000003,0.012,0.14800000000000002,-24.408,0.0517,83.07600000000002,3,0.0749,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
50023,16,3686,77244,13,0.974,0.263,172507,0.0884,0.0,0.102,-18.303,0.0402,136.255,3,0.0766,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
50025,16,6244,80547,12,0.963,0.232,153360,0.0157,0.0197,0.112,-29.336,0.0441,182.171,3,0.15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
50028,16,3659,99313,9,0.938,0.14300000000000002,230027,0.0373,0.83,0.0796,-25.928,0.0483,96.86,3,0.0326,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
50035,16,3686,39758,6,0.965,0.29100000000000004,95773,0.00848,0.000252,0.22,-33.161,0.045,108.255,3,0.0351,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
50037,16,3659,58491,7,0.909,0.368,138573,0.0023,1.23e-05,0.315,-34.357,0.0392,80.55,3,0.505,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
50042,16,8285,86363,15,0.979,0.166,64520,0.00253,0.976,0.115,-37.532,0.0412,112.254,3,0.0401,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
50043,16,3686,93734,14,0.981,0.215,175427,0.17800000000000002,0.475,0.602,-19.142,0.0435,77.089,3,0.0777,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
50045,16,3686,95975,17,0.969,0.245,146040,0.172,0.00103,0.277,-12.279000000000002,0.0338,71.366,3,0.14400000000000002,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
50046,16,3726,102090,10,0.968,0.361,87227,0.0983,0.0,0.0941,-21.17,0.263,83.084,3,0.038,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
50049,16,3686,16393,11,0.967,0.3,175427,0.15,0.00605,0.191,-18.227,0.0565,89.557,3,0.0517,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
50052,16,4487,25650,10,0.892,0.135,205573,0.14300000000000002,0.5,0.12,-23.368,0.0363,145.22899999999996,3,0.0963,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
50058,16,3686,59121,7,0.972,0.239,172627,0.184,0.0942,0.5670000000000001,-19.372,0.0501,75.554,3,0.128,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
50063,16,6244,77151,15,0.966,0.184,189427,0.00661,0.282,0.0601,-35.98699999999999,0.0448,70.161,3,0.0389,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
50068,16,3686,106464,15,0.8759999999999999,0.181,192067,0.245,0.00494,0.0587,-11.867,0.0342,91.723,3,0.0768,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
50069,16,3726,2444,17,0.958,0.187,162120,0.0635,0.000102,0.11,-25.112,0.0493,88.07700000000001,3,0.0688,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
