,genre,artist_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,liveness_binary,danceability_binary,Major,Minor,A,A#,B,C,C#,D,D#,E,F,F#,G,G#
82935,20,2096,13876,29,0.0766,0.6709999999999999,156080,0.815,0.0,0.103,-4.9910000000000005,0.314,120.22,5,0.868,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
82947,20,2631,62632,33,0.0571,0.755,214693,0.833,0.0,0.17800000000000002,-5.683,0.086,130.91299999999998,5,0.8809999999999999,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
82966,20,2986,70438,28,0.459,0.6659999999999999,130333,0.753,0.0,0.081,-5.043,0.241,119.693,5,0.758,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
83132,20,7014,75313,39,0.0151,0.481,228867,0.92,0.0,0.344,-2.813,0.324,154.673,5,0.905,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
83147,20,6610,99750,40,0.234,0.58,209053,0.75,0.0,0.0968,-4.606,0.38,126.993,5,0.322,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
83183,20,1509,61618,32,0.344,0.6809999999999999,214181,0.6679999999999999,0.0,0.0682,-7.2,0.67,113.447,5,0.91,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
83189,20,2574,29349,40,0.41,0.614,145030,0.7929999999999999,0.0,0.198,-4.766,0.399,137.713,5,0.884,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
83199,20,6610,53883,35,0.0567,0.593,184681,0.599,6.51e-06,0.277,-8.253,0.308,114.078,5,0.599,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
83208,20,2096,83083,28,0.0261,0.579,162200,0.853,0.0,0.0746,-5.1720000000000015,0.281,147.594,5,0.8640000000000001,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
83216,20,1509,78443,32,0.0948,0.677,200272,0.628,0.0,0.0635,-7.215,0.565,120.423,5,0.762,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
83235,20,1643,12132,32,0.223,0.848,212547,0.8959999999999999,0.0,0.229,-3.871,0.32299999999999995,129.14700000000002,5,0.758,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
83236,20,6610,104190,40,0.142,0.728,189333,0.482,0.0522,0.0663,-6.152,0.0933,119.653,5,0.405,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
83339,20,7885,82594,29,0.017,0.594,228671,0.792,0.0,0.117,-4.715,0.368,120.34,5,0.585,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
83345,20,1536,51625,36,0.276,0.634,193398,0.818,0.0,0.23,-1.7080000000000002,0.422,137.401,5,0.763,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
83373,20,1536,33005,35,0.0628,0.76,177087,0.873,0.0,0.177,-1.888,0.353,137.484,5,0.631,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
83481,20,8817,48976,29,0.0106,0.7240000000000001,212509,0.677,0.0,0.256,-5.886,0.051,119.952,5,0.376,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
83483,20,8182,44904,26,0.17800000000000002,0.374,236360,0.34600000000000003,0.768,0.131,-7.638,0.0327,163.94400000000005,5,0.256,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
83537,20,1509,77075,30,0.395,0.7190000000000001,226733,0.369,0.0,0.152,-16.454,0.733,114.601,5,0.799,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
83601,20,5712,44495,28,0.00293,0.795,213200,0.79,0.0,0.208,-7.885,0.236,127.586,5,0.8170000000000001,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
83629,20,6610,103231,37,0.209,0.5720000000000001,186667,0.713,0.0,0.145,-7.803,0.405,117.835,5,0.525,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
83646,20,10947,28768,33,0.0802,0.711,218827,0.624,0.0,0.0679,-8.604,0.394,132.385,5,0.5329999999999999,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
83652,20,6610,54730,34,0.142,0.7190000000000001,189074,0.698,1.65e-05,0.124,-5.542999999999998,0.185,132.67,5,0.596,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
83653,20,225,55894,30,0.0678,0.6509999999999999,196533,0.6,0.0,0.138,-7.272,0.18600000000000005,120.964,5,0.222,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
83695,20,1509,70486,29,0.39,0.813,205307,0.5429999999999999,0.0,0.163,-12.924,0.77,110.682,5,0.779,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
83706,20,3906,89883,37,0.213,0.434,192410,0.688,0.0,0.121,-5.765,0.0911,123.493,5,0.498,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
83744,20,253,42069,31,0.409,0.469,154133,0.8640000000000001,0.0,0.218,-6.0070000000000014,0.226,155.036,5,0.361,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
83746,20,10664,108429,27,0.774,0.556,239400,0.596,0.0,0.113,-6.027,0.0497,110.712,5,0.7070000000000001,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
83747,20,5267,28145,33,0.166,0.611,201713,0.726,0.0,0.255,-5.879,0.28800000000000003,132.49,5,0.3720000000000001,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
83748,20,6610,64044,38,0.0959,0.645,179400,0.6940000000000001,0.0,0.191,-6.535,0.386,125.754,5,0.838,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
83766,20,7922,911,31,0.6809999999999999,0.477,164400,0.7859999999999999,0.0,0.0861,-3.3560000000000003,0.421,67.564,5,0.6459999999999999,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
83794,20,253,3848,30,0.0316,0.616,103893,0.8190000000000001,0.0,0.35100000000000003,-3.929,0.261,122.677,5,0.307,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
84066,20,4335,21029,27,0.35,0.828,184966,0.7859999999999999,0.0,0.17800000000000002,-6.2,0.109,113.048,5,0.78,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
84112,20,998,31593,29,0.0886,0.669,226427,0.6759999999999999,0.0,0.353,-5.735,0.482,113.887,5,0.5529999999999999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
84144,20,4255,18693,6,0.248,0.8490000000000001,172016,0.7979999999999999,2.6e-05,0.108,-5.557,0.168,133.525,5,0.772,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
84152,20,7014,104751,30,0.0417,0.649,194600,0.69,0.0,0.122,-5.24,0.21600000000000005,125.897,5,0.7440000000000001,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
84159,20,4255,106404,4,0.0555,0.711,123711,0.667,0.0,0.11,-5.858,0.361,128.775,5,0.626,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
84164,20,4255,66376,5,0.142,0.557,138658,0.7290000000000001,0.0,0.124,-6.683,0.268,127.226,5,0.6509999999999999,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
84171,20,9175,69249,29,0.36,0.79,154493,0.787,0.0,0.306,-5.138,0.405,120.049,5,0.8190000000000001,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
84175,20,4499,108743,32,0.0117,0.504,188943,0.728,0.0,0.0726,-5.199,0.318,121.195,5,0.376,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
84189,20,5624,12597,32,0.188,0.541,217680,0.797,9.35e-05,0.241,-5.397,0.313,124.512,5,0.6970000000000001,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
84190,20,5624,28638,24,0.225,0.536,234359,0.755,0.0,0.0721,-7.491,0.267,100.016,5,0.5870000000000001,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
84216,20,7922,107607,30,0.104,0.494,173333,0.63,0.0,0.16699999999999998,-7.542999999999998,0.344,179.304,5,0.667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
84232,20,1536,16635,31,0.0808,0.8009999999999999,187291,0.8009999999999999,2.77e-06,0.0427,-4.221,0.2,66.821,5,0.77,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
84266,20,10947,30309,31,0.261,0.596,177125,0.665,3.14e-06,0.155,-5.864,0.203,119.495,5,0.687,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
84267,20,7922,808,30,0.299,0.535,189176,0.5539999999999999,0.0,0.0959,-6.24,0.0941,109.107,5,0.698,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
84291,20,1643,28190,29,0.141,0.6990000000000001,196253,0.871,0.0,0.0739,-5.522,0.359,137.625,5,0.8220000000000001,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
84296,20,7954,25276,31,0.121,0.6,218331,0.6629999999999999,0.000109,0.0922,-7.846,0.129,118.481,5,0.447,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
84317,20,7922,44375,31,0.0037,0.705,217225,0.6509999999999999,0.0,0.149,-6.06,0.111,119.792,5,0.3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
84325,20,1969,25045,33,0.00762,0.565,180087,0.57,3.48e-05,0.255,-6.305,0.0724,114.04,5,0.5820000000000001,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
84331,20,10947,8940,33,0.248,0.745,175059,0.6609999999999999,0.0,0.14800000000000002,-5.2360000000000015,0.139,113.342,5,0.449,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
84368,20,5624,100097,31,0.741,0.78,208840,0.653,0.0,0.24,-5.635,0.0947,111.752,5,0.7509999999999999,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
84380,20,253,47748,27,0.0379,0.715,187045,0.93,0.0,0.111,-1.097,0.265,124.628,5,0.489,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
84398,20,7922,24742,35,0.246,0.5329999999999999,230760,0.726,0.0,0.092,-4.027,0.292,133.132,5,0.91,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
84401,20,10947,6503,33,0.3720000000000001,0.912,174618,0.633,0.000989,0.0746,-9.361,0.16699999999999998,127.85,5,0.73,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
84440,20,8814,66836,31,0.0421,0.722,221467,0.457,0.0,0.0447,-11.159,0.43,117.111,5,0.708,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
84460,20,6610,103399,36,0.0282,0.613,159679,0.742,0.0,0.0645,-5.095,0.226,117.645,5,0.472,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
84476,20,7772,62282,23,0.809,0.595,33080,0.542,0.0,0.34700000000000003,-12.436,0.923,141.753,5,0.919,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
84504,20,1536,3990,34,0.0399,0.628,182662,0.784,0.0,0.13699999999999998,-6.747000000000001,0.365,65.45100000000001,5,0.625,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
84522,20,8814,107200,29,0.101,0.919,227213,0.857,0.00805,0.348,-5.107,0.428,126.357,5,0.855,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
84583,20,6610,74049,32,0.147,0.7709999999999999,172058,0.674,0.0,0.101,-7.087999999999999,0.297,133.143,5,0.455,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
84586,20,7922,28983,30,0.494,0.6509999999999999,210678,0.512,0.0,0.109,-9.559,0.279,126.189,5,0.86,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
84611,20,1836,25141,15,0.0165,0.614,219844,0.825,0.0157,0.202,-3.68,0.456,113.28,5,0.373,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
84678,20,5712,82709,33,0.0894,0.715,176960,0.603,0.0,0.136,-6.341,0.6970000000000001,125.004,5,0.579,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
84733,20,10947,34356,36,0.0957,0.7390000000000001,180000,0.659,0.0,0.225,-3.334,0.35600000000000004,130.309,5,0.512,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
84857,20,6960,104079,31,0.239,0.6759999999999999,206587,0.7120000000000001,0.0,0.138,-3.406,0.371,125.349,5,0.624,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
84896,20,6610,3976,31,0.253,0.6659999999999999,168018,0.748,5.260000000000001e-05,0.0304,-3.788,0.275,131.08,5,0.706,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
84911,20,7922,31059,29,0.317,0.517,180000,0.727,0.0,0.0522,-4.427,0.443,67.166,5,0.725,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
84936,20,1355,46245,29,0.187,0.701,204667,0.639,0.0,0.0771,-6.779,0.508,125.586,5,0.728,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
84950,20,7922,4321,28,0.281,0.546,165878,0.659,0.0,0.268,-4.641,0.261,126.58,5,0.523,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
84956,20,998,79411,29,0.14400000000000002,0.721,192052,0.6679999999999999,0.0,0.0658,-4.709,0.185,127.135,5,0.39,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
84977,20,10947,53991,32,0.175,0.526,213546,0.883,0.0,0.166,-3.399,0.197,134.07299999999998,5,0.75,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
85024,20,6610,20104,36,0.241,0.513,185687,0.7979999999999999,0.0,0.135,-5.351,0.446,111.478,5,0.586,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
85039,20,2986,31553,31,0.26,0.759,192787,0.835,0.0,0.0839,-5.039,0.373,126.638,5,0.8,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
85098,20,1355,69966,30,0.0606,0.703,190244,0.493,0.0,0.0766,-7.4860000000000015,0.271,108.243,5,0.584,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
85102,20,1536,16869,32,0.1,0.596,145733,0.831,0.6829999999999999,0.08199999999999999,-6.032,0.254,161.265,5,0.884,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
85110,20,2574,45777,33,0.0341,0.5529999999999999,207835,0.733,0.0,0.172,-6.654,0.35600000000000004,124.185,5,0.281,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
85119,20,1536,13543,29,0.273,0.617,175147,0.7909999999999999,0.0,0.109,-4.886,0.391,128.355,5,0.594,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
85193,20,1643,108523,32,0.00404,0.471,173333,0.831,0.0,0.253,-4.211,0.337,137.297,5,0.53,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
85302,20,3583,41853,31,0.0792,0.723,177998,0.619,0.0,0.306,-5.45,0.15,122.302,5,0.638,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
85316,20,253,104129,25,0.77,0.6659999999999999,204944,0.585,0.0,0.109,-6.221,0.338,119.874,5,0.455,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
85381,20,6610,68062,29,0.0575,0.539,166962,0.8440000000000001,0.0,0.161,-2.985,0.111,132.715,5,0.846,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
85389,20,10947,93141,30,0.066,0.687,189062,0.6809999999999999,0.0,0.253,-6.18,0.457,136.227,5,0.946,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
85396,20,7922,82926,27,0.484,0.5710000000000001,164605,0.5770000000000001,0.0,0.198,-8.087,0.309,131.688,5,0.314,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
85412,20,1643,53074,30,0.131,0.7170000000000001,217960,0.836,0.0,0.363,-5.3279999999999985,0.429,115.42,5,0.9,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
85493,20,7922,265,28,0.00848,0.8390000000000001,173700,0.8,0.0,0.0444,-7.019,0.28800000000000003,112.039,5,0.701,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
85500,20,10947,17991,30,0.371,0.664,204128,0.738,0.0,0.116,-3.926,0.502,134.372,5,0.893,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
85558,20,6395,13645,54,0.638,0.481,203924,0.449,0.00264,0.705,-10.907,0.0338,122.741,5,0.338,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
85604,20,1643,5934,29,0.198,0.684,188041,0.7240000000000001,0.0,0.0876,-8.272,0.315,128.83700000000002,5,0.635,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
85612,20,10947,64273,31,0.16,0.506,208198,0.782,0.0,0.1,-6.212999999999999,0.228,109.635,5,0.318,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
85624,20,7922,46017,27,0.14800000000000002,0.547,184800,0.77,0.0,0.299,-4.162,0.359,135.987,5,0.7490000000000001,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
85691,20,7014,16453,27,0.006790000000000001,0.483,231987,0.936,0.0,0.318,-3.049,0.336,154.845,5,0.922,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
85721,20,10947,68799,27,0.177,0.456,176729,0.866,0.0,0.139,-1.884,0.15,118.119,5,0.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
85740,20,253,29059,28,0.11,0.604,151667,0.911,0.0,0.341,-4.385,0.409,123.266,5,0.7809999999999999,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
85749,20,1773,52640,29,0.172,0.708,175360,0.5,0.0,0.0988,-7.221,0.765,110.917,5,0.5379999999999999,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
85816,20,253,39636,24,0.162,0.46,167954,0.873,0.0,0.124,-3.32,0.306,67.509,5,0.542,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
85818,20,253,59635,24,0.215,0.7959999999999999,199877,0.7170000000000001,0.0,0.177,-3.454,0.418,129.481,5,0.8809999999999999,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
85845,20,10947,89034,29,0.32299999999999995,0.499,200518,0.675,1.04e-06,0.134,-4.447,0.121,110.579,5,0.29,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
85861,20,7922,22482,26,0.36,0.5589999999999999,180208,0.933,0.0,0.154,-3.813,0.34600000000000003,66.88,5,0.617,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
85965,20,1643,82477,26,0.18600000000000005,0.599,222316,0.812,0.0,0.146,-4.385,0.183,128.606,5,0.331,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
86065,20,9877,86584,19,0.8290000000000001,0.448,40893,0.5589999999999999,0.0,0.962,-13.415,0.617,140.881,5,0.6659999999999999,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
86236,21,5141,19983,69,0.203,0.637,234680,0.573,0.0,0.0685,-4.183,0.236,125.616,5,0.412,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
86363,21,2955,53746,63,0.638,0.609,218921,0.904,0.0041600000000000005,0.229,-2.619,0.324,149.149,5,0.471,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
86386,21,8213,34652,68,0.234,0.768,219227,0.742,0.0,0.14,-6.308,0.0443,114.679,5,0.797,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
86425,21,11229,77757,63,0.132,0.742,203856,0.605,0.00143,0.21,-4.829,0.22,83.348,5,0.327,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
86520,21,5141,55643,58,0.29,0.8140000000000001,222093,0.597,0.0,0.404,-5.003,0.0491,134.951,5,0.383,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
86522,21,6378,105936,58,0.411,0.536,201120,0.693,0.0,0.107,-4.802,0.331,116.028,5,0.602,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
86714,21,2328,31170,55,0.35,0.562,207413,0.588,4.38e-06,0.635,-5.8889999999999985,0.107,122.336,5,0.807,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
86811,21,8774,51280,60,0.175,0.531,215723,0.667,0.0,0.0523,-5.778,0.191,126.507,5,0.816,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
86873,13,6179,73516,51,0.609,0.618,194755,0.474,1.28e-05,0.126,-5.1789999999999985,0.0321,121.762,5,0.321,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
87028,13,8560,55669,61,0.229,0.768,206600,0.393,0.375,0.0923,-11.737,0.0399,131.989,5,0.442,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
87084,13,11092,33518,53,0.959,0.349,160083,0.0851,2.81e-05,0.11,-14.557,0.0336,91.307,5,0.0783,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
87160,13,6205,20661,50,0.34600000000000003,0.738,171253,0.612,0.0,0.35600000000000004,-4.573,0.0786,90.645,5,0.388,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
87164,13,6053,55772,49,0.939,0.493,175629,0.0975,0.0,0.0783,-12.561,0.0563,129.36,5,0.2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
87407,13,4640,87779,61,0.85,0.466,208673,0.278,1.0800000000000003e-05,0.13,-10.318,0.0265,98.391,5,0.123,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
87633,13,1742,84092,50,0.0827,0.46,235385,0.421,0.00268,0.138,-10.347,0.0432,182.078,5,0.141,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
87660,13,7424,22681,57,0.00108,0.362,232973,0.72,0.000446,0.332,-6.169,0.0333,135.613,5,0.436,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
87715,13,4552,14499,48,0.374,0.612,205666,0.505,0.000907,0.114,-8.072000000000001,0.0532,82.241,5,0.28300000000000003,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
87721,13,8656,85123,50,0.0194,0.451,176760,0.725,0.0,0.172,-9.855,0.134,130.579,5,0.723,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
87825,13,5469,8782,55,0.908,0.536,164257,0.318,0.0,0.115,-9.878,0.0478,109.674,5,0.461,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
87927,13,4756,61364,49,0.939,0.424,217360,0.0977,0.0,0.109,-13.594,0.0512,132.08,5,0.236,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
88107,13,4126,65527,44,0.825,0.278,78960,0.319,0.943,0.084,-12.554,0.0326,110.977,5,0.0353,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
88111,13,972,19779,50,0.000669,0.325,194487,0.742,0.0038,0.0454,-7.178,0.0385,111.897,5,0.487,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
88115,13,9068,45884,47,0.14400000000000002,0.657,145238,0.732,0.00112,0.241,-5.961,0.0402,125.99,5,0.8440000000000001,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
88212,13,169,62900,54,0.845,0.599,189786,0.27,0.00042,0.11,-17.637999999999995,0.0905,124.155,5,0.377,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
88312,13,8153,20122,54,0.292,0.55,189480,0.66,0.00111,0.125,-6.857,0.155,108.124,5,0.295,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
88434,13,8153,105920,53,0.438,0.491,167747,0.636,0.0248,0.132,-6.926,0.0614,109.639,5,0.277,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
88455,13,1841,76966,51,0.14400000000000002,0.688,194428,0.528,0.000164,0.109,-6.997000000000001,0.121,128.511,5,0.8009999999999999,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
88469,13,7867,40000,44,0.953,0.446,60707,0.0105,1.0800000000000003e-05,0.111,-25.383000000000006,0.0503,72.141,5,0.326,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
88499,13,7994,96530,49,0.00287,0.386,207810,0.708,2.26e-05,0.245,-8.173,0.0489,110.354,5,0.0858,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
88504,13,8033,22408,55,0.0126,0.424,197409,0.71,0.0,0.0721,-5.564,0.378,172.785,5,0.384,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
88579,13,8451,5345,47,0.957,0.477,202720,0.0785,0.00302,0.0703,-18.083,0.0367,109.482,5,0.192,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
88655,13,467,93092,60,0.115,0.636,238747,0.946,3.75e-05,0.0416,-4.683,0.332,125.085,5,0.8909999999999999,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
88763,13,8206,60645,50,0.784,0.448,211773,0.317,0.00306,0.0989,-11.147,0.0591,171.768,5,0.239,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
89075,13,10270,63482,52,0.00201,0.394,208133,0.8590000000000001,0.233,0.1,-3.851,0.0409,136.075,5,0.511,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
89076,13,11465,63194,48,0.921,0.5670000000000001,133895,0.16,0.0,0.104,-16.465999999999998,0.157,125.492,5,0.807,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
89187,13,6582,2548,48,0.948,0.603,181759,0.28600000000000003,0.0,0.0976,-9.989,0.0542,103.332,5,0.51,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
89517,13,9571,90444,51,0.797,0.336,187346,0.239,0.0,0.102,-6.747000000000001,0.0324,88.836,5,0.256,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
89550,13,3100,53527,51,0.373,0.38,168055,0.556,0.0,0.171,-7.114,0.0526,130.27200000000002,5,0.223,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
89557,13,6205,47229,49,0.268,0.419,200840,0.5579999999999999,5.479999999999999e-05,0.104,-6.58,0.326,88.602,5,0.269,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
89568,13,1390,88803,48,0.0249,0.652,199170,0.6809999999999999,0.871,0.121,-5.796,0.209,127.601,5,0.459,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
89635,13,1020,98196,49,0.344,0.455,238588,0.454,0.0,0.123,-5.682,0.0372,115.139,5,0.4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
89671,13,2102,8920,45,0.971,0.447,140075,0.0341,0.0,0.114,-16.46,0.156,148.009,5,0.13,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
89722,13,7928,2848,49,0.29,0.452,166795,0.527,0.00214,0.102,-8.478,0.0375,115.052,5,0.363,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
89777,13,1074,109305,45,0.716,0.455,88960,0.29600000000000004,0.0,0.128,-9.331,0.0437,101.56,5,0.35700000000000004,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
89823,13,3027,55584,49,0.879,0.498,169230,0.255,0.0,0.206,-10.233,0.0925,108.349,5,0.158,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
89833,13,5052,6647,53,0.508,0.7390000000000001,137973,0.457,0.00101,0.12,-9.119,0.0412,74.956,5,0.25,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
89853,13,3944,12739,48,0.927,0.463,116484,0.18,9.9e-05,0.0988,-11.576,0.0319,87.334,5,0.236,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
89871,13,10835,103380,49,0.614,0.597,135827,0.581,0.000171,0.116,-6.6110000000000015,0.0281,106.944,5,0.495,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
